capacitance_matrix,enabled,from_bus,in_service,is_switch,length,linecode_id,name,normal_amps,phases,reactance_matrix,resistance_matrix,source_record,to_bus,units
[[2.270366128]],True,"{""bus_id"": ""101"", ""phases"": [""3""], ""raw_bus"": ""101.3""}",True,False,0.225,11,L100,,"[""3""]",[[0.255208333]],[[0.251742424]],IEEE123Master.dss line=152: line.L100,"{""bus_id"": ""102"", ""phases"": [""3""], ""raw_bus"": ""102.3""}",kft
"[[2.71134756, -0.350755566, -0.585011253], [-0.350755566, 2.851710072, -0.920293787], [-0.585011253, -0.920293787, 3.004631862]]",True,"{""bus_id"": ""101"", ""phases"": [""1"", ""2"", ""3""], ""raw_bus"": ""101.1.2.3""}",True,False,0.275,3,L101,,"[""1"", ""2"", ""3""]","[[0.201723485, 0.072897727, 0.080227273], [0.072897727, 0.204166667, 0.095018939], [0.080227273, 0.095018939, 0.198522727]]","[[0.087405303, 0.02907197, 0.029924242], [0.02907197, 0.086666667, 0.029545455], [0.029924242, 0.029545455, 0.088371212]]",IEEE123Master.dss line=153: line.L101,"{""bus_id"": ""105"", ""phases"": [""1"", ""2"", ""3""], ""raw_bus"": ""105.1.2.3""}",kft
[[2.270366128]],True,"{""bus_id"": ""102"", ""phases"": [""3""], ""raw_bus"": ""102.3""}",True,False,0.325,11,L102,,"[""3""]",[[0.255208333]],[[0.251742424]],IEEE123Master.dss line=154: line.L102,"{""bus_id"": ""103"", ""phases"": [""3""], ""raw_bus"": ""103.3""}",kft
[[2.270366128]],True,"{""bus_id"": ""103"", ""phases"": [""3""], ""raw_bus"": ""103.3""}",True,False,0.7,11,L103,,"[""3""]",[[0.255208333]],[[0.251742424]],IEEE123Master.dss line=155: line.L103,"{""bus_id"": ""104"", ""phases"": [""3""], ""raw_bus"": ""104.3""}",kft
[[2.270366128]],True,"{""bus_id"": ""105"", ""phases"": [""2""], ""raw_bus"": ""105.2""}",True,False,0.225,10,L104,,"[""2""]",[[0.255208333]],[[0.251742424]],IEEE123Master.dss line=156: line.L104,"{""bus_id"": ""106"", ""phases"": [""2""], ""raw_bus"": ""106.2""}",kft
"[[2.71134756, -0.350755566, -0.585011253], [-0.350755566, 2.851710072, -0.920293787], [-0.585011253, -0.920293787, 3.004631862]]",True,"{""bus_id"": ""105"", ""phases"": [""1"", ""2"", ""3""], ""raw_bus"": ""105.1.2.3""}",True,False,0.325,3,L105,,"[""1"", ""2"", ""3""]","[[0.201723485, 0.072897727, 0.080227273], [0.072897727, 0.204166667, 0.095018939], [0.080227273, 0.095018939, 0.198522727]]","[[0.087405303, 0.02907197, 0.029924242], [0.02907197, 0.086666667, 0.029545455], [0.029924242, 0.029545455, 0.088371212]]",IEEE123Master.dss line=157: line.L105,"{""bus_id"": ""108"", ""phases"": [""1"", ""2"", ""3""], ""raw_bus"": ""108.1.2.3""}",kft
[[2.270366128]],True,"{""bus_id"": ""106"", ""phases"": [""2""], ""raw_bus"": ""106.2""}",True,False,0.575,10,L106,,"[""2""]",[[0.255208333]],[[0.251742424]],IEEE123Master.dss line=158: line.L106,"{""bus_id"": ""107"", ""phases"": [""2""], ""raw_bus"": ""107.2""}",kft
[[2.270366128]],True,"{""bus_id"": ""108"", ""phases"": [""1""], ""raw_bus"": ""108.1""}",True,False,0.45,9,L107,,"[""1""]",[[0.255208333]],[[0.251742424]],IEEE123Master.dss line=159: line.L107,"{""bus_id"": ""109"", ""phases"": [""1""], ""raw_bus"": ""109.1""}",kft
"[[2.71134756, -0.350755566, -0.585011253], [-0.350755566, 2.851710072, -0.920293787], [-0.585011253, -0.920293787, 3.004631862]]",True,"{""bus_id"": ""108"", ""phases"": [""1"", ""2"", ""3""], ""raw_bus"": ""108.1.2.3""}",True,False,1.0,3,L108,,"[""1"", ""2"", ""3""]","[[0.201723485, 0.072897727, 0.080227273], [0.072897727, 0.204166667, 0.095018939], [0.080227273, 0.095018939, 0.198522727]]","[[0.087405303, 0.02907197, 0.029924242], [0.02907197, 0.086666667, 0.029545455], [0.029924242, 0.029545455, 0.088371212]]",IEEE123Master.dss line=160: line.L108,"{""bus_id"": ""300"", ""phases"": [""1"", ""2"", ""3""], ""raw_bus"": ""300.1.2.3""}",kft
[[2.270366128]],True,"{""bus_id"": ""109"", ""phases"": [""1""], ""raw_bus"": ""109.1""}",True,False,0.3,9,L109,,"[""1""]",[[0.255208333]],[[0.251742424]],IEEE123Master.dss line=161: line.L109,"{""bus_id"": ""110"", ""phases"": [""1""], ""raw_bus"": ""110.1""}",kft
[[2.270366128]],True,"{""bus_id"": ""110"", ""phases"": [""1""], ""raw_bus"": ""110.1""}",True,False,0.575,9,L110,,"[""1""]",[[0.255208333]],[[0.251742424]],IEEE123Master.dss line=162: line.L110,"{""bus_id"": ""111"", ""phases"": [""1""], ""raw_bus"": ""111.1""}",kft
[[2.270366128]],True,"{""bus_id"": ""110"", ""phases"": [""1""], ""raw_bus"": ""110.1""}",True,False,0.125,9,L111,,"[""1""]",[[0.255208333]],[[0.251742424]],IEEE123Master.dss line=163: line.L111,"{""bus_id"": ""112"", ""phases"": [""1""], ""raw_bus"": ""112.1""}",kft
[[2.270366128]],True,"{""bus_id"": ""112"", ""phases"": [""1""], ""raw_bus"": ""112.1""}",True,False,0.525,9,L112,,"[""1""]",[[0.255208333]],[[0.251742424]],IEEE123Master.dss line=164: line.L112,"{""bus_id"": ""113"", ""phases"": [""1""], ""raw_bus"": ""113.1""}",kft
[[2.270366128]],True,"{""bus_id"": ""113"", ""phases"": [""1""], ""raw_bus"": ""113.1""}",True,False,0.325,9,L113,,"[""1""]",[[0.255208333]],[[0.251742424]],IEEE123Master.dss line=165: line.L113,"{""bus_id"": ""114"", ""phases"": [""1""], ""raw_bus"": ""114.1""}",kft
"[[2.71134756, -0.585011253, -0.350755566], [-0.585011253, 3.004631862, -0.920293787], [-0.350755566, -0.920293787, 2.851710072]]",True,"{""bus_id"": ""135"", ""phases"": [""1"", ""2"", ""3""], ""raw_bus"": ""135.1.2.3""}",True,False,0.375,4,L114,,"[""1"", ""2"", ""3""]","[[0.201723485, 0.080227273, 0.072897727], [0.080227273, 0.198522727, 0.095018939], [0.072897727, 0.095018939, 0.204166667]]","[[0.087405303, 0.029924242, 0.02907197], [0.029924242, 0.088371212, 0.029545455], [0.02907197, 0.029545455, 0.086666667]]",IEEE123Master.dss line=166: line.L114,"{""bus_id"": ""35"", ""phases"": [""1"", ""2"", ""3""], ""raw_bus"": ""35.1.2.3""}",kft
"[[2.851710072, -0.920293787, -0.350755566], [-0.920293787, 3.004631862, -0.585011253], [-0.350755566, -0.585011253, 2.71134756]]",True,"{""bus_id"": ""152"", ""phases"": [""1"", ""2"", ""3""], ""raw_bus"": ""152.1.2.3""}",True,False,0.4,1,L116,,"[""1"", ""2"", ""3""]","[[0.204166667, 0.095018939, 0.072897727], [0.095018939, 0.198522727, 0.080227273], [0.072897727, 0.080227273, 0.201723485]]","[[0.086666667, 0.029545455, 0.02907197], [0.029545455, 0.088371212, 0.029924242], [0.02907197, 0.029924242, 0.087405303]]",IEEE123Master.dss line=167: line.L116,"{""bus_id"": ""52"", ""phases"": [""1"", ""2"", ""3""], ""raw_bus"": ""52.1.2.3""}",kft
"[[2.851710072, -0.350755566, -0.920293787], [-0.350755566, 2.71134756, -0.585011253], [-0.920293787, -0.585011253, 3.004631862]]",True,"{""bus_id"": ""160r"", ""phases"": [""1"", ""2"", ""3""], ""raw_bus"": ""160r.1.2.3""}",True,False,0.35,6,L117,,"[""1"", ""2"", ""3""]","[[0.204166667, 0.072897727, 0.095018939], [0.072897727, 0.201723485, 0.080227273], [0.095018939, 0.080227273, 0.198522727]]","[[0.086666667, 0.02907197, 0.029545455], [0.02907197, 0.087405303, 0.029924242], [0.029545455, 0.029924242, 0.088371212]]",IEEE123Master.dss line=168: line.L117,"{""bus_id"": ""67"", ""phases"": [""1"", ""2"", ""3""], ""raw_bus"": ""67.1.2.3""}",kft
,True,"{""bus_id"": ""150r"", ""phases"": [""1"", ""2"", ""3""], ""raw_bus"": ""150r""}",True,True,0.001,,Sw1,,"[""1"", ""2"", ""3""]",,,IEEE123Master.dss line=174: line.Sw1,"{""bus_id"": ""149"", ""phases"": [""1"", ""2"", ""3""], ""raw_bus"": ""149""}",
,True,"{""bus_id"": ""13"", ""phases"": [""1"", ""2"", ""3""], ""raw_bus"": ""13""}",True,True,0.001,,Sw2,,"[""1"", ""2"", ""3""]",,,IEEE123Master.dss line=175: line.Sw2,"{""bus_id"": ""152"", ""phases"": [""1"", ""2"", ""3""], ""raw_bus"": ""152""}",
,True,"{""bus_id"": ""18"", ""phases"": [""1"", ""2"", ""3""], ""raw_bus"": ""18""}",True,True,0.001,,Sw3,,"[""1"", ""2"", ""3""]",,,IEEE123Master.dss line=176: line.Sw3,"{""bus_id"": ""135"", ""phases"": [""1"", ""2"", ""3""], ""raw_bus"": ""135""}",
,True,"{""bus_id"": ""60"", ""phases"": [""1"", ""2"", ""3""], ""raw_bus"": ""60""}",True,True,0.001,,Sw4,,"[""1"", ""2"", ""3""]",,,IEEE123Master.dss line=177: line.Sw4,"{""bus_id"": ""160"", ""phases"": [""1"", ""2"", ""3""], ""raw_bus"": ""160""}",
,True,"{""bus_id"": ""97"", ""phases"": [""1"", ""2"", ""3""], ""raw_bus"": ""97""}",True,True,0.001,,Sw5,,"[""1"", ""2"", ""3""]",,,IEEE123Master.dss line=178: line.Sw5,"{""bus_id"": ""197"", ""phases"": [""1"", ""2"", ""3""], ""raw_bus"": ""197""}",
,True,"{""bus_id"": ""61"", ""phases"": [""1"", ""2"", ""3""], ""raw_bus"": ""61""}",True,True,0.001,,Sw6,,"[""1"", ""2"", ""3""]",,,IEEE123Master.dss line=179: line.Sw6,"{""bus_id"": ""61s"", ""phases"": [""1"", ""2"", ""3""], ""raw_bus"": ""61s""}",
,True,"{""bus_id"": ""151"", ""phases"": [""1"", ""2"", ""3""], ""raw_bus"": ""151""}",False,True,0.001,,Sw7,,"[""1"", ""2"", ""3""]",,,IEEE123Master.dss line=184: line.Sw7,"{""bus_id"": ""300_OPEN"", ""phases"": [""1"", ""2"", ""3""], ""raw_bus"": ""300_OPEN""}",
,True,"{""bus_id"": ""54"", ""phases"": [""1""], ""raw_bus"": ""54.1""}",False,True,0.001,,Sw8,,"[""1""]",,,IEEE123Master.dss line=185: line.Sw8,"{""bus_id"": ""94_OPEN"", ""phases"": [""1""], ""raw_bus"": ""94_OPEN.1""}",
