action,component_id,component_kind,contingency_id,source_record
OPEN BRANCH FROM BUS    114 TO BUS    312 CIRCUIT 1,branch_114_312_1,branch,L_000114LANGLEY0-000312JACKSON0C1,/Users/omtailor/QCI/data/public_benchmarks/arpae_go/extracted/Challenge_1_Original_Dataset_2_Scenarios/Original_Dataset_Offline_Edition_2/Network_01O-020/scenario_1/case.con:OPEN BRANCH FROM BUS    114 TO BUS    312 CIRCUIT 1
OPEN BRANCH FROM BUS    117 TO BUS    426 CIRCUIT 1,branch_117_426_1,branch,L_000117DONALDS0-000426HODGES1C1,/Users/omtailor/QCI/data/public_benchmarks/arpae_go/extracted/Challenge_1_Original_Dataset_2_Scenarios/Original_Dataset_Offline_Edition_2/Network_01O-020/scenario_1/case.con:OPEN BRANCH FROM BUS    117 TO BUS    426 CIRCUIT 1
OPEN BRANCH FROM BUS    119 TO BUS    129 CIRCUIT 1,branch_119_129_1,branch,L_000119GREENVILLE70-000129GREENVILLE60C1,/Users/omtailor/QCI/data/public_benchmarks/arpae_go/extracted/Challenge_1_Original_Dataset_2_Scenarios/Original_Dataset_Offline_Edition_2/Network_01O-020/scenario_1/case.con:OPEN BRANCH FROM BUS    119 TO BUS    129 CIRCUIT 1
OPEN BRANCH FROM BUS    121 TO BUS    276 CIRCUIT 1,branch_121_276_1,branch,L_000121COLUMBIA90-000276COLUMBIA50C1,/Users/omtailor/QCI/data/public_benchmarks/arpae_go/extracted/Challenge_1_Original_Dataset_2_Scenarios/Original_Dataset_Offline_Edition_2/Network_01O-020/scenario_1/case.con:OPEN BRANCH FROM BUS    121 TO BUS    276 CIRCUIT 1
OPEN BRANCH FROM BUS    121 TO BUS    287 CIRCUIT 1,branch_121_287_1,branch,L_000121COLUMBIA90-000287HOPKINS0C1,/Users/omtailor/QCI/data/public_benchmarks/arpae_go/extracted/Challenge_1_Original_Dataset_2_Scenarios/Original_Dataset_Offline_Edition_2/Network_01O-020/scenario_1/case.con:OPEN BRANCH FROM BUS    121 TO BUS    287 CIRCUIT 1
OPEN BRANCH FROM BUS    124 TO BUS    260 CIRCUIT 1,branch_124_260_1,branch,L_000124SALEM31-000260SALEM10C1,/Users/omtailor/QCI/data/public_benchmarks/arpae_go/extracted/Challenge_1_Original_Dataset_2_Scenarios/Original_Dataset_Offline_Edition_2/Network_01O-020/scenario_1/case.con:OPEN BRANCH FROM BUS    124 TO BUS    260 CIRCUIT 1
OPEN BRANCH FROM BUS    124 TO BUS    369 CIRCUIT 1,branch_124_369_1,branch,L_000124SALEM31-000369SENECA10C1,/Users/omtailor/QCI/data/public_benchmarks/arpae_go/extracted/Challenge_1_Original_Dataset_2_Scenarios/Original_Dataset_Offline_Edition_2/Network_01O-020/scenario_1/case.con:OPEN BRANCH FROM BUS    124 TO BUS    369 CIRCUIT 1
OPEN BRANCH FROM BUS    131 TO BUS    333 CIRCUIT 1,branch_131_333_1,branch,L_000131COWPENS0-000333CONVERSE1C1,/Users/omtailor/QCI/data/public_benchmarks/arpae_go/extracted/Challenge_1_Original_Dataset_2_Scenarios/Original_Dataset_Offline_Edition_2/Network_01O-020/scenario_1/case.con:OPEN BRANCH FROM BUS    131 TO BUS    333 CIRCUIT 1
OPEN BRANCH FROM BUS    133 TO BUS    226 CIRCUIT 1,branch_133_226_1,branch,L_000133WESTMINSTER20-000226MOUNTAINREST0C1,/Users/omtailor/QCI/data/public_benchmarks/arpae_go/extracted/Challenge_1_Original_Dataset_2_Scenarios/Original_Dataset_Offline_Edition_2/Network_01O-020/scenario_1/case.con:OPEN BRANCH FROM BUS    133 TO BUS    226 CIRCUIT 1
OPEN BRANCH FROM BUS    133 TO BUS    369 CIRCUIT 1,branch_133_369_1,branch,L_000133WESTMINSTER20-000369SENECA10C1,/Users/omtailor/QCI/data/public_benchmarks/arpae_go/extracted/Challenge_1_Original_Dataset_2_Scenarios/Original_Dataset_Offline_Edition_2/Network_01O-020/scenario_1/case.con:OPEN BRANCH FROM BUS    133 TO BUS    369 CIRCUIT 1
OPEN BRANCH FROM BUS    135 TO BUS    287 CIRCUIT 1,branch_135_287_1,branch,L_000135SAINTMATTHEWS0-000287HOPKINS0C1,/Users/omtailor/QCI/data/public_benchmarks/arpae_go/extracted/Challenge_1_Original_Dataset_2_Scenarios/Original_Dataset_Offline_Edition_2/Network_01O-020/scenario_1/case.con:OPEN BRANCH FROM BUS    135 TO BUS    287 CIRCUIT 1
OPEN BRANCH FROM BUS    135 TO BUS    457 CIRCUIT 1,branch_135_457_1,branch,L_000135SAINTMATTHEWS0-000457EASTOVER10C1,/Users/omtailor/QCI/data/public_benchmarks/arpae_go/extracted/Challenge_1_Original_Dataset_2_Scenarios/Original_Dataset_Offline_Edition_2/Network_01O-020/scenario_1/case.con:OPEN BRANCH FROM BUS    135 TO BUS    457 CIRCUIT 1
OPEN BRANCH FROM BUS    137 TO BUS    214 CIRCUIT 1,branch_137_214_1,branch,L_000137GREENWOOD20-000214GREENWOOD10C1,/Users/omtailor/QCI/data/public_benchmarks/arpae_go/extracted/Challenge_1_Original_Dataset_2_Scenarios/Original_Dataset_Offline_Edition_2/Network_01O-020/scenario_1/case.con:OPEN BRANCH FROM BUS    137 TO BUS    214 CIRCUIT 1
OPEN BRANCH FROM BUS    137 TO BUS    426 CIRCUIT 1,branch_137_426_1,branch,L_000137GREENWOOD20-000426HODGES1C1,/Users/omtailor/QCI/data/public_benchmarks/arpae_go/extracted/Challenge_1_Original_Dataset_2_Scenarios/Original_Dataset_Offline_Edition_2/Network_01O-020/scenario_1/case.con:OPEN BRANCH FROM BUS    137 TO BUS    426 CIRCUIT 1
OPEN BRANCH FROM BUS    139 TO BUS    376 CIRCUIT 1,branch_139_376_1,branch,L_000139FINGERVILLE0-000376INMAN0C1,/Users/omtailor/QCI/data/public_benchmarks/arpae_go/extracted/Challenge_1_Original_Dataset_2_Scenarios/Original_Dataset_Offline_Edition_2/Network_01O-020/scenario_1/case.con:OPEN BRANCH FROM BUS    139 TO BUS    376 CIRCUIT 1
OPEN BRANCH FROM BUS    143 TO BUS    338 CIRCUIT 1,branch_143_338_1,branch,L_000143YORK20-000338FORTMILL30C1,/Users/omtailor/QCI/data/public_benchmarks/arpae_go/extracted/Challenge_1_Original_Dataset_2_Scenarios/Original_Dataset_Offline_Edition_2/Network_01O-020/scenario_1/case.con:OPEN BRANCH FROM BUS    143 TO BUS    338 CIRCUIT 1
OPEN BRANCH FROM BUS    143 TO BUS    401 CIRCUIT 1,branch_143_401_1,branch,L_000143YORK20-000401CLOVER0C1,/Users/omtailor/QCI/data/public_benchmarks/arpae_go/extracted/Challenge_1_Original_Dataset_2_Scenarios/Original_Dataset_Offline_Edition_2/Network_01O-020/scenario_1/case.con:OPEN BRANCH FROM BUS    143 TO BUS    401 CIRCUIT 1
OPEN BRANCH FROM BUS    143 TO BUS    452 CIRCUIT 1,branch_143_452_1,branch,L_000143YORK20-000452CATAWBA0C1,/Users/omtailor/QCI/data/public_benchmarks/arpae_go/extracted/Challenge_1_Original_Dataset_2_Scenarios/Original_Dataset_Offline_Edition_2/Network_01O-020/scenario_1/case.con:OPEN BRANCH FROM BUS    143 TO BUS    452 CIRCUIT 1
OPEN BRANCH FROM BUS    146 TO BUS    162 CIRCUIT 1,branch_146_162_1,branch,L_000146CHAPIN0-000162IRMO0C1,/Users/omtailor/QCI/data/public_benchmarks/arpae_go/extracted/Challenge_1_Original_Dataset_2_Scenarios/Original_Dataset_Offline_Edition_2/Network_01O-020/scenario_1/case.con:OPEN BRANCH FROM BUS    146 TO BUS    162 CIRCUIT 1
OPEN BRANCH FROM BUS    146 TO BUS    195 CIRCUIT 1,branch_146_195_1,branch,L_000146CHAPIN0-000195COLUMBIA80C1,/Users/omtailor/QCI/data/public_benchmarks/arpae_go/extracted/Challenge_1_Original_Dataset_2_Scenarios/Original_Dataset_Offline_Edition_2/Network_01O-020/scenario_1/case.con:OPEN BRANCH FROM BUS    146 TO BUS    195 CIRCUIT 1
OPEN BRANCH FROM BUS    149 TO BUS     81 CIRCUIT 1,branch_149_81_1,branch,L_000149MODOC0-000081CLARKSHILL11C1,/Users/omtailor/QCI/data/public_benchmarks/arpae_go/extracted/Challenge_1_Original_Dataset_2_Scenarios/Original_Dataset_Offline_Edition_2/Network_01O-020/scenario_1/case.con:OPEN BRANCH FROM BUS    149 TO BUS     81 CIRCUIT 1
OPEN BRANCH FROM BUS    151 TO BUS     23 CIRCUIT 1,branch_151_23_1,branch,L_000151SPARTANBURG50-000023WELLFORD0C1,/Users/omtailor/QCI/data/public_benchmarks/arpae_go/extracted/Challenge_1_Original_Dataset_2_Scenarios/Original_Dataset_Offline_Edition_2/Network_01O-020/scenario_1/case.con:OPEN BRANCH FROM BUS    151 TO BUS     23 CIRCUIT 1
OPEN BRANCH FROM BUS    154 TO BUS    429 CIRCUIT 1,branch_154_429_1,branch,L_000154BOILINGSPRINGS0-000429CHESNEE21C1,/Users/omtailor/QCI/data/public_benchmarks/arpae_go/extracted/Challenge_1_Original_Dataset_2_Scenarios/Original_Dataset_Offline_Edition_2/Network_01O-020/scenario_1/case.con:OPEN BRANCH FROM BUS    154 TO BUS    429 CIRCUIT 1
OPEN BRANCH FROM BUS    154 TO BUS    488 CIRCUIT 1,branch_154_488_1,branch,L_000154BOILINGSPRINGS0-000488GREER10C1,/Users/omtailor/QCI/data/public_benchmarks/arpae_go/extracted/Challenge_1_Original_Dataset_2_Scenarios/Original_Dataset_Offline_Edition_2/Network_01O-020/scenario_1/case.con:OPEN BRANCH FROM BUS    154 TO BUS    488 CIRCUIT 1
OPEN BRANCH FROM BUS    158 TO BUS    233 CIRCUIT 1,branch_158_233_1,branch,L_000158PELION0-000233WESTCOLUMBIA31C1,/Users/omtailor/QCI/data/public_benchmarks/arpae_go/extracted/Challenge_1_Original_Dataset_2_Scenarios/Original_Dataset_Offline_Edition_2/Network_01O-020/scenario_1/case.con:OPEN BRANCH FROM BUS    158 TO BUS    233 CIRCUIT 1
OPEN BRANCH FROM BUS    158 TO BUS    291 CIRCUIT 1,branch_158_291_1,branch,L_000158PELION0-000291SALLEY0C1,/Users/omtailor/QCI/data/public_benchmarks/arpae_go/extracted/Challenge_1_Original_Dataset_2_Scenarios/Original_Dataset_Offline_Edition_2/Network_01O-020/scenario_1/case.con:OPEN BRANCH FROM BUS    158 TO BUS    291 CIRCUIT 1
OPEN BRANCH FROM BUS    160 TO BUS    212 CIRCUIT 1,branch_160_212_1,branch,L_000160GRANITEVILLE0-000212NORTHAUGUSTA10C1,/Users/omtailor/QCI/data/public_benchmarks/arpae_go/extracted/Challenge_1_Original_Dataset_2_Scenarios/Original_Dataset_Offline_Edition_2/Network_01O-020/scenario_1/case.con:OPEN BRANCH FROM BUS    160 TO BUS    212 CIRCUIT 1
OPEN BRANCH FROM BUS    160 TO BUS    399 CIRCUIT 1,branch_160_399_1,branch,L_000160GRANITEVILLE0-000399BEECHISLAND20C1,/Users/omtailor/QCI/data/public_benchmarks/arpae_go/extracted/Challenge_1_Original_Dataset_2_Scenarios/Original_Dataset_Offline_Edition_2/Network_01O-020/scenario_1/case.con:OPEN BRANCH FROM BUS    160 TO BUS    399 CIRCUIT 1
OPEN BRANCH FROM BUS    162 TO BUS    195 CIRCUIT 1,branch_162_195_1,branch,L_000162IRMO0-000195COLUMBIA80C1,/Users/omtailor/QCI/data/public_benchmarks/arpae_go/extracted/Challenge_1_Original_Dataset_2_Scenarios/Original_Dataset_Offline_Edition_2/Network_01O-020/scenario_1/case.con:OPEN BRANCH FROM BUS    162 TO BUS    195 CIRCUIT 1
OPEN BRANCH FROM BUS    162 TO BUS    220 CIRCUIT 1,branch_162_220_1,branch,L_000162IRMO0-000220UNION30C1,/Users/omtailor/QCI/data/public_benchmarks/arpae_go/extracted/Challenge_1_Original_Dataset_2_Scenarios/Original_Dataset_Offline_Edition_2/Network_01O-020/scenario_1/case.con:OPEN BRANCH FROM BUS    162 TO BUS    220 CIRCUIT 1
OPEN BRANCH FROM BUS    162 TO BUS    232 CIRCUIT 1,branch_162_232_1,branch,L_000162IRMO0-000232WESTCOLUMBIA30C1,/Users/omtailor/QCI/data/public_benchmarks/arpae_go/extracted/Challenge_1_Original_Dataset_2_Scenarios/Original_Dataset_Offline_Edition_2/Network_01O-020/scenario_1/case.con:OPEN BRANCH FROM BUS    162 TO BUS    232 CIRCUIT 1
OPEN BRANCH FROM BUS    165 TO BUS    123 CIRCUIT 1,branch_165_123_1,branch,L_000165SALEM20-000123SALEM30C1,/Users/omtailor/QCI/data/public_benchmarks/arpae_go/extracted/Challenge_1_Original_Dataset_2_Scenarios/Original_Dataset_Offline_Edition_2/Network_01O-020/scenario_1/case.con:OPEN BRANCH FROM BUS    165 TO BUS    123 CIRCUIT 1
OPEN BRANCH FROM BUS    165 TO BUS    386 CIRCUIT 1,branch_165_386_1,branch,L_000165SALEM20-000386CLEMSON0C1,/Users/omtailor/QCI/data/public_benchmarks/arpae_go/extracted/Challenge_1_Original_Dataset_2_Scenarios/Original_Dataset_Offline_Edition_2/Network_01O-020/scenario_1/case.con:OPEN BRANCH FROM BUS    165 TO BUS    386 CIRCUIT 1
OPEN BRANCH FROM BUS    166 TO BUS    228 CIRCUIT 1,branch_166_228_1,branch,L_000166SALEM21-000228PICKENS0C1,/Users/omtailor/QCI/data/public_benchmarks/arpae_go/extracted/Challenge_1_Original_Dataset_2_Scenarios/Original_Dataset_Offline_Edition_2/Network_01O-020/scenario_1/case.con:OPEN BRANCH FROM BUS    166 TO BUS    228 CIRCUIT 1
OPEN BRANCH FROM BUS    166 TO BUS    289 CIRCUIT 1,branch_166_289_1,branch,L_000166SALEM21-000289SUNSET0C1,/Users/omtailor/QCI/data/public_benchmarks/arpae_go/extracted/Challenge_1_Original_Dataset_2_Scenarios/Original_Dataset_Offline_Edition_2/Network_01O-020/scenario_1/case.con:OPEN BRANCH FROM BUS    166 TO BUS    289 CIRCUIT 1
OPEN BRANCH FROM BUS    170 TO BUS    226 CIRCUIT 1,branch_170_226_1,branch,L_000170WESTUNION0-000226MOUNTAINREST0C1,/Users/omtailor/QCI/data/public_benchmarks/arpae_go/extracted/Challenge_1_Original_Dataset_2_Scenarios/Original_Dataset_Offline_Edition_2/Network_01O-020/scenario_1/case.con:OPEN BRANCH FROM BUS    170 TO BUS    226 CIRCUIT 1
OPEN BRANCH FROM BUS    172 TO BUS    244 CIRCUIT 1,branch_172_244_1,branch,L_000172CROSSHILL0-000244WATERLOO0C1,/Users/omtailor/QCI/data/public_benchmarks/arpae_go/extracted/Challenge_1_Original_Dataset_2_Scenarios/Original_Dataset_Offline_Edition_2/Network_01O-020/scenario_1/case.con:OPEN BRANCH FROM BUS    172 TO BUS    244 CIRCUIT 1
OPEN BRANCH FROM BUS    175 TO BUS    220 CIRCUIT 1,branch_175_220_1,branch,L_000175FORTLAWN0-000220UNION30C1,/Users/omtailor/QCI/data/public_benchmarks/arpae_go/extracted/Challenge_1_Original_Dataset_2_Scenarios/Original_Dataset_Offline_Edition_2/Network_01O-020/scenario_1/case.con:OPEN BRANCH FROM BUS    175 TO BUS    220 CIRCUIT 1
OPEN BRANCH FROM BUS    179 TO BUS    291 CIRCUIT 1,branch_179_291_1,branch,L_000179NORTH0-000291SALLEY0C1,/Users/omtailor/QCI/data/public_benchmarks/arpae_go/extracted/Challenge_1_Original_Dataset_2_Scenarios/Original_Dataset_Offline_Edition_2/Network_01O-020/scenario_1/case.con:OPEN BRANCH FROM BUS    179 TO BUS    291 CIRCUIT 1
OPEN BRANCH FROM BUS    179 TO BUS    374 CIRCUIT 1,branch_179_374_1,branch,L_000179NORTH0-000374SWANSEA0C1,/Users/omtailor/QCI/data/public_benchmarks/arpae_go/extracted/Challenge_1_Original_Dataset_2_Scenarios/Original_Dataset_Offline_Edition_2/Network_01O-020/scenario_1/case.con:OPEN BRANCH FROM BUS    179 TO BUS    374 CIRCUIT 1
OPEN BRANCH FROM BUS    181 TO BUS     97 CIRCUIT 1,branch_181_97_1,branch,L_000181ANDERSON30-000097ANDERSON40C1,/Users/omtailor/QCI/data/public_benchmarks/arpae_go/extracted/Challenge_1_Original_Dataset_2_Scenarios/Original_Dataset_Offline_Edition_2/Network_01O-020/scenario_1/case.con:OPEN BRANCH FROM BUS    181 TO BUS     97 CIRCUIT 1
OPEN BRANCH FROM BUS    181 TO BUS    487 CIRCUIT 1,branch_181_487_1,branch,L_000181ANDERSON30-000487TOWNVILLE0C1,/Users/omtailor/QCI/data/public_benchmarks/arpae_go/extracted/Challenge_1_Original_Dataset_2_Scenarios/Original_Dataset_Offline_Edition_2/Network_01O-020/scenario_1/case.con:OPEN BRANCH FROM BUS    181 TO BUS    487 CIRCUIT 1
OPEN BRANCH FROM BUS    183 TO BUS    247 CIRCUIT 1,branch_183_247_1,branch,L_000183BLACKSBURG20-000247BLACKSBURG11C1,/Users/omtailor/QCI/data/public_benchmarks/arpae_go/extracted/Challenge_1_Original_Dataset_2_Scenarios/Original_Dataset_Offline_Edition_2/Network_01O-020/scenario_1/case.con:OPEN BRANCH FROM BUS    183 TO BUS    247 CIRCUIT 1
OPEN BRANCH FROM BUS    183 TO BUS    274 CIRCUIT 1,branch_183_274_1,branch,L_000183BLACKSBURG20-000274GAFFNEY10C1,/Users/omtailor/QCI/data/public_benchmarks/arpae_go/extracted/Challenge_1_Original_Dataset_2_Scenarios/Original_Dataset_Offline_Edition_2/Network_01O-020/scenario_1/case.con:OPEN BRANCH FROM BUS    183 TO BUS    274 CIRCUIT 1
OPEN BRANCH FROM BUS    185 TO BUS    467 CIRCUIT 1,branch_185_467_1,branch,L_000185LIBERTY0-000467NORRIS0C1,/Users/omtailor/QCI/data/public_benchmarks/arpae_go/extracted/Challenge_1_Original_Dataset_2_Scenarios/Original_Dataset_Offline_Edition_2/Network_01O-020/scenario_1/case.con:OPEN BRANCH FROM BUS    185 TO BUS    467 CIRCUIT 1
OPEN BRANCH FROM BUS    187 TO BUS    454 CIRCUIT 1,branch_187_454_1,branch,L_000187ELLOREE0-000454GASTON11C1,/Users/omtailor/QCI/data/public_benchmarks/arpae_go/extracted/Challenge_1_Original_Dataset_2_Scenarios/Original_Dataset_Offline_Edition_2/Network_01O-020/scenario_1/case.con:OPEN BRANCH FROM BUS    187 TO BUS    454 CIRCUIT 1
OPEN BRANCH FROM BUS    191 TO BUS     35 CIRCUIT 1,branch_191_35_1,branch,L_000191TRENTON0-000035NORTHAUGUSTA20C1,/Users/omtailor/QCI/data/public_benchmarks/arpae_go/extracted/Challenge_1_Original_Dataset_2_Scenarios/Original_Dataset_Offline_Edition_2/Network_01O-020/scenario_1/case.con:OPEN BRANCH FROM BUS    191 TO BUS     35 CIRCUIT 1
OPEN BRANCH FROM BUS    191 TO BUS    205 CIRCUIT 1,branch_191_205_1,branch,L_000191TRENTON0-000205WARRENVILLE0C1,/Users/omtailor/QCI/data/public_benchmarks/arpae_go/extracted/Challenge_1_Original_Dataset_2_Scenarios/Original_Dataset_Offline_Edition_2/Network_01O-020/scenario_1/case.con:OPEN BRANCH FROM BUS    191 TO BUS    205 CIRCUIT 1
OPEN BRANCH FROM BUS    191 TO BUS    293 CIRCUIT 1,branch_191_293_1,branch,L_000191TRENTON0-000293EDGEFIELD0C1,/Users/omtailor/QCI/data/public_benchmarks/arpae_go/extracted/Challenge_1_Original_Dataset_2_Scenarios/Original_Dataset_Offline_Edition_2/Network_01O-020/scenario_1/case.con:OPEN BRANCH FROM BUS    191 TO BUS    293 CIRCUIT 1
OPEN BRANCH FROM BUS    193 TO BUS     19 CIRCUIT 1,branch_193_19_1,branch,L_000193BATESBURG0-000019MONETTA0C1,/Users/omtailor/QCI/data/public_benchmarks/arpae_go/extracted/Challenge_1_Original_Dataset_2_Scenarios/Original_Dataset_Offline_Edition_2/Network_01O-020/scenario_1/case.con:OPEN BRANCH FROM BUS    193 TO BUS     19 CIRCUIT 1
OPEN BRANCH FROM BUS    193 TO BUS    112 CIRCUIT 1,branch_193_112_1,branch,L_000193BATESBURG0-000112LEESVILLE0C1,/Users/omtailor/QCI/data/public_benchmarks/arpae_go/extracted/Challenge_1_Original_Dataset_2_Scenarios/Original_Dataset_Offline_Edition_2/Network_01O-020/scenario_1/case.con:OPEN BRANCH FROM BUS    193 TO BUS    112 CIRCUIT 1
OPEN BRANCH FROM BUS    200 TO BUS    163 CIRCUIT 1,branch_200_163_1,branch,L_000200LITTLEMOUNTAIN0-000163IRMO1C1,/Users/omtailor/QCI/data/public_benchmarks/arpae_go/extracted/Challenge_1_Original_Dataset_2_Scenarios/Original_Dataset_Offline_Edition_2/Network_01O-020/scenario_1/case.con:OPEN BRANCH FROM BUS    200 TO BUS    163 CIRCUIT 1
OPEN BRANCH FROM BUS    202 TO BUS    172 CIRCUIT 1,branch_202_172_1,branch,L_000202CLINTON0-000172CROSSHILL0C1,/Users/omtailor/QCI/data/public_benchmarks/arpae_go/extracted/Challenge_1_Original_Dataset_2_Scenarios/Original_Dataset_Offline_Edition_2/Network_01O-020/scenario_1/case.con:OPEN BRANCH FROM BUS    202 TO BUS    172 CIRCUIT 1
OPEN BRANCH FROM BUS    210 TO BUS     24 CIRCUIT 1,branch_210_24_1,branch,L_000210DUNCAN0-000024WELLFORD1C1,/Users/omtailor/QCI/data/public_benchmarks/arpae_go/extracted/Challenge_1_Original_Dataset_2_Scenarios/Original_Dataset_Offline_Edition_2/Network_01O-020/scenario_1/case.con:OPEN BRANCH FROM BUS    210 TO BUS     24 CIRCUIT 1
OPEN BRANCH FROM BUS    212 TO BUS    399 CIRCUIT 1,branch_212_399_1,branch,L_000212NORTHAUGUSTA10-000399BEECHISLAND20C1,/Users/omtailor/QCI/data/public_benchmarks/arpae_go/extracted/Challenge_1_Original_Dataset_2_Scenarios/Original_Dataset_Offline_Edition_2/Network_01O-020/scenario_1/case.con:OPEN BRANCH FROM BUS    212 TO BUS    399 CIRCUIT 1
OPEN BRANCH FROM BUS    214 TO BUS    403 CIRCUIT 1,branch_214_403_1,branch,L_000214GREENWOOD10-000403NINETYSIX0C1,/Users/omtailor/QCI/data/public_benchmarks/arpae_go/extracted/Challenge_1_Original_Dataset_2_Scenarios/Original_Dataset_Offline_Edition_2/Network_01O-020/scenario_1/case.con:OPEN BRANCH FROM BUS    214 TO BUS    403 CIRCUIT 1
OPEN BRANCH FROM BUS    216 TO BUS     70 CIRCUIT 1,branch_216_70_1,branch,L_000216BELTON10-000070HONEAPATH20C1,/Users/omtailor/QCI/data/public_benchmarks/arpae_go/extracted/Challenge_1_Original_Dataset_2_Scenarios/Original_Dataset_Offline_Edition_2/Network_01O-020/scenario_1/case.con:OPEN BRANCH FROM BUS    216 TO BUS     70 CIRCUIT 1
OPEN BRANCH FROM BUS    218 TO BUS    399 CIRCUIT 1,branch_218_399_1,branch,L_000218VAUCLUSE0-000399BEECHISLAND20C1,/Users/omtailor/QCI/data/public_benchmarks/arpae_go/extracted/Challenge_1_Original_Dataset_2_Scenarios/Original_Dataset_Offline_Edition_2/Network_01O-020/scenario_1/case.con:OPEN BRANCH FROM BUS    218 TO BUS    399 CIRCUIT 1
OPEN BRANCH FROM BUS    220 TO BUS    471 CIRCUIT 1,branch_220_471_1,branch,L_000220UNION30-000471SPARTANBURG20C1,/Users/omtailor/QCI/data/public_benchmarks/arpae_go/extracted/Challenge_1_Original_Dataset_2_Scenarios/Original_Dataset_Offline_Edition_2/Network_01O-020/scenario_1/case.con:OPEN BRANCH FROM BUS    220 TO BUS    471 CIRCUIT 1
OPEN BRANCH FROM BUS    221 TO BUS    447 CIRCUIT 1,branch_221_447_1,branch,L_000221UNION31-000447UNION20C1,/Users/omtailor/QCI/data/public_benchmarks/arpae_go/extracted/Challenge_1_Original_Dataset_2_Scenarios/Original_Dataset_Offline_Edition_2/Network_01O-020/scenario_1/case.con:OPEN BRANCH FROM BUS    221 TO BUS    447 CIRCUIT 1
OPEN BRANCH FROM BUS    221 TO BUS    478 CIRCUIT 1,branch_221_478_1,branch,L_000221UNION31-000478SHARON0C1,/Users/omtailor/QCI/data/public_benchmarks/arpae_go/extracted/Challenge_1_Original_Dataset_2_Scenarios/Original_Dataset_Offline_Edition_2/Network_01O-020/scenario_1/case.con:OPEN BRANCH FROM BUS    221 TO BUS    478 CIRCUIT 1
OPEN BRANCH FROM BUS    221 TO BUS    493 CIRCUIT 1,branch_221_493_1,branch,L_000221UNION31-000493CARLISLE0C1,/Users/omtailor/QCI/data/public_benchmarks/arpae_go/extracted/Challenge_1_Original_Dataset_2_Scenarios/Original_Dataset_Offline_Edition_2/Network_01O-020/scenario_1/case.con:OPEN BRANCH FROM BUS    221 TO BUS    493 CIRCUIT 1
OPEN BRANCH FROM BUS    228 TO BUS    468 CIRCUIT 1,branch_228_468_1,branch,L_000228PICKENS0-000468CLEVELAND0C1,/Users/omtailor/QCI/data/public_benchmarks/arpae_go/extracted/Challenge_1_Original_Dataset_2_Scenarios/Original_Dataset_Offline_Edition_2/Network_01O-020/scenario_1/case.con:OPEN BRANCH FROM BUS    228 TO BUS    468 CIRCUIT 1
OPEN BRANCH FROM BUS    228 TO BUS    474 CIRCUIT 1,branch_228_474_1,branch,L_000228PICKENS0-000474GREENVILLE10C1,/Users/omtailor/QCI/data/public_benchmarks/arpae_go/extracted/Challenge_1_Original_Dataset_2_Scenarios/Original_Dataset_Offline_Edition_2/Network_01O-020/scenario_1/case.con:OPEN BRANCH FROM BUS    228 TO BUS    474 CIRCUIT 1
OPEN BRANCH FROM BUS    232 TO BUS    371 CIRCUIT 1,branch_232_371_1,branch,L_000232WESTCOLUMBIA30-000371GILBERT0C1,/Users/omtailor/QCI/data/public_benchmarks/arpae_go/extracted/Challenge_1_Original_Dataset_2_Scenarios/Original_Dataset_Offline_Edition_2/Network_01O-020/scenario_1/case.con:OPEN BRANCH FROM BUS    232 TO BUS    371 CIRCUIT 1
OPEN BRANCH FROM BUS    232 TO BUS    453 CIRCUIT 1,branch_232_453_1,branch,L_000232WESTCOLUMBIA30-000453GASTON10C1,/Users/omtailor/QCI/data/public_benchmarks/arpae_go/extracted/Challenge_1_Original_Dataset_2_Scenarios/Original_Dataset_Offline_Edition_2/Network_01O-020/scenario_1/case.con:OPEN BRANCH FROM BUS    232 TO BUS    453 CIRCUIT 1
OPEN BRANCH FROM BUS    233 TO BUS     53 CIRCUIT 1,branch_233_53_1,branch,L_000233WESTCOLUMBIA31-000053CAYCE0C1,/Users/omtailor/QCI/data/public_benchmarks/arpae_go/extracted/Challenge_1_Original_Dataset_2_Scenarios/Original_Dataset_Offline_Edition_2/Network_01O-020/scenario_1/case.con:OPEN BRANCH FROM BUS    233 TO BUS     53 CIRCUIT 1
OPEN BRANCH FROM BUS    233 TO BUS    486 CIRCUIT 1,branch_233_486_1,branch,L_000233WESTCOLUMBIA31-000486WESTCOLUMBIA10C1,/Users/omtailor/QCI/data/public_benchmarks/arpae_go/extracted/Challenge_1_Original_Dataset_2_Scenarios/Original_Dataset_Offline_Edition_2/Network_01O-020/scenario_1/case.con:OPEN BRANCH FROM BUS    233 TO BUS    486 CIRCUIT 1
OPEN BRANCH FROM BUS    235 TO BUS    271 CIRCUIT 1,branch_235_271_1,branch,L_000235WARD0-000271RIDGESPRING0C1,/Users/omtailor/QCI/data/public_benchmarks/arpae_go/extracted/Challenge_1_Original_Dataset_2_Scenarios/Original_Dataset_Offline_Edition_2/Network_01O-020/scenario_1/case.con:OPEN BRANCH FROM BUS    235 TO BUS    271 CIRCUIT 1
