coefficient_scaling_factor,contains_challenge_penalty_components,degree,horizon,patch_ids,payload_name,payload_path,qci_executable,scenario,source_benchmark,source_payload_id,source_payload_path,term_count,variable_count
4e-05,True,3,6,"[""BUS2_MG"", ""BUS30_MG""]",pglib_case30_ieee__local_generator_failure_BUS2_MG-BUS30_MG__from__local_generator_failure_BUS1_MG-BUS2_MG-BUS30_MG.json,results/phase3/cmpo_v2/qci_payloads/pglib_case30_ieee__local_generator_failure_BUS2_MG-BUS30_MG__from__local_generator_failure_BUS1_MG-BUS2_MG-BUS30_MG.json,True,local_generator_failure,pglib_case30_ieee,local_generator_failure_BUS2_MG-BUS30_MG__from__local_generator_failure_BUS1_MG-BUS2_MG-BUS30_MG,results/phase3/public_benchmarks/pglib_case30_ieee/qci_fit_payloads/local_generator_failure_BUS2_MG-BUS30_MG__from__local_generator_failure_BUS1_MG-BUS2_MG-BUS30_MG.json,916,132
2.9723606789479113e-05,True,3,6,"[""BUS2_MG"", ""BUS5_MG""]",pglib_case30_ieee__local_generator_failure_BUS2_MG-BUS5_MG__from__local_generator_failure_BUS2_MG-BUS5_MG-BUS7_MG.json,results/phase3/cmpo_v2/qci_payloads/pglib_case30_ieee__local_generator_failure_BUS2_MG-BUS5_MG__from__local_generator_failure_BUS2_MG-BUS5_MG-BUS7_MG.json,True,local_generator_failure,pglib_case30_ieee,local_generator_failure_BUS2_MG-BUS5_MG__from__local_generator_failure_BUS2_MG-BUS5_MG-BUS7_MG,results/phase3/public_benchmarks/pglib_case30_ieee/qci_fit_payloads/local_generator_failure_BUS2_MG-BUS5_MG__from__local_generator_failure_BUS2_MG-BUS5_MG-BUS7_MG.json,916,132
4e-05,True,3,6,"[""BUS2_MG""]",pglib_case30_ieee__local_generator_failure_BUS2_MG__from__local_generator_failure_BUS1_MG-BUS2_MG-BUS30_MG.json,results/phase3/cmpo_v2/qci_payloads/pglib_case30_ieee__local_generator_failure_BUS2_MG__from__local_generator_failure_BUS1_MG-BUS2_MG-BUS30_MG.json,True,local_generator_failure,pglib_case30_ieee,local_generator_failure_BUS2_MG__from__local_generator_failure_BUS1_MG-BUS2_MG-BUS30_MG,results/phase3/public_benchmarks/pglib_case30_ieee/qci_fit_payloads/local_generator_failure_BUS2_MG__from__local_generator_failure_BUS1_MG-BUS2_MG-BUS30_MG.json,460,66
4e-05,True,3,6,"[""BUS2_MG""]",pglib_case30_ieee__local_generator_failure_BUS2_MG__from__local_generator_failure_BUS2_MG-BUS5_MG-BUS7_MG.json,results/phase3/cmpo_v2/qci_payloads/pglib_case30_ieee__local_generator_failure_BUS2_MG__from__local_generator_failure_BUS2_MG-BUS5_MG-BUS7_MG.json,True,local_generator_failure,pglib_case30_ieee,local_generator_failure_BUS2_MG__from__local_generator_failure_BUS2_MG-BUS5_MG-BUS7_MG,results/phase3/public_benchmarks/pglib_case30_ieee/qci_fit_payloads/local_generator_failure_BUS2_MG__from__local_generator_failure_BUS2_MG-BUS5_MG-BUS7_MG.json,460,66
4e-05,True,3,6,"[""BUS30_MG""]",pglib_case30_ieee__local_generator_failure_BUS30_MG__from__local_generator_failure_BUS1_MG-BUS2_MG-BUS30_MG.json,results/phase3/cmpo_v2/qci_payloads/pglib_case30_ieee__local_generator_failure_BUS30_MG__from__local_generator_failure_BUS1_MG-BUS2_MG-BUS30_MG.json,True,local_generator_failure,pglib_case30_ieee,local_generator_failure_BUS30_MG__from__local_generator_failure_BUS1_MG-BUS2_MG-BUS30_MG,results/phase3/public_benchmarks/pglib_case30_ieee/qci_fit_payloads/local_generator_failure_BUS30_MG__from__local_generator_failure_BUS1_MG-BUS2_MG-BUS30_MG.json,456,66
2.9723606789479113e-05,True,3,6,"[""BUS5_MG"", ""BUS7_MG""]",pglib_case30_ieee__local_generator_failure_BUS5_MG-BUS7_MG__from__local_generator_failure_BUS2_MG-BUS5_MG-BUS7_MG.json,results/phase3/cmpo_v2/qci_payloads/pglib_case30_ieee__local_generator_failure_BUS5_MG-BUS7_MG__from__local_generator_failure_BUS2_MG-BUS5_MG-BUS7_MG.json,True,local_generator_failure,pglib_case30_ieee,local_generator_failure_BUS5_MG-BUS7_MG__from__local_generator_failure_BUS2_MG-BUS5_MG-BUS7_MG,results/phase3/public_benchmarks/pglib_case30_ieee/qci_fit_payloads/local_generator_failure_BUS5_MG-BUS7_MG__from__local_generator_failure_BUS2_MG-BUS5_MG-BUS7_MG.json,912,132
2.9723606789479113e-05,True,3,6,"[""BUS5_MG""]",pglib_case30_ieee__local_generator_failure_BUS5_MG__from__local_generator_failure_BUS2_MG-BUS5_MG-BUS7_MG.json,results/phase3/cmpo_v2/qci_payloads/pglib_case30_ieee__local_generator_failure_BUS5_MG__from__local_generator_failure_BUS2_MG-BUS5_MG-BUS7_MG.json,True,local_generator_failure,pglib_case30_ieee,local_generator_failure_BUS5_MG__from__local_generator_failure_BUS2_MG-BUS5_MG-BUS7_MG,results/phase3/public_benchmarks/pglib_case30_ieee/qci_fit_payloads/local_generator_failure_BUS5_MG__from__local_generator_failure_BUS2_MG-BUS5_MG-BUS7_MG.json,456,66
4e-05,True,3,6,"[""BUS7_MG""]",pglib_case30_ieee__local_generator_failure_BUS7_MG__from__local_generator_failure_BUS2_MG-BUS5_MG-BUS7_MG.json,results/phase3/cmpo_v2/qci_payloads/pglib_case30_ieee__local_generator_failure_BUS7_MG__from__local_generator_failure_BUS2_MG-BUS5_MG-BUS7_MG.json,True,local_generator_failure,pglib_case30_ieee,local_generator_failure_BUS7_MG__from__local_generator_failure_BUS2_MG-BUS5_MG-BUS7_MG,results/phase3/public_benchmarks/pglib_case30_ieee/qci_fit_payloads/local_generator_failure_BUS7_MG__from__local_generator_failure_BUS2_MG-BUS5_MG-BUS7_MG.json,456,66
4e-05,True,3,6,"[""BUS12_MG""]",pglib_case30_ieee__normal_BUS12_MG__from__normal_BUS12_MG.json,results/phase3/cmpo_v2/qci_payloads/pglib_case30_ieee__normal_BUS12_MG__from__normal_BUS12_MG.json,True,normal,pglib_case30_ieee,normal_BUS12_MG__from__normal_BUS12_MG,results/phase3/public_benchmarks/pglib_case30_ieee/qci_fit_payloads/normal_BUS12_MG__from__normal_BUS12_MG.json,456,66
4e-05,True,3,6,"[""BUS1_MG"", ""BUS2_MG""]",pglib_case30_ieee__normal_BUS1_MG-BUS2_MG__from__normal_BUS1_MG-BUS2_MG-BUS30_MG.json,results/phase3/cmpo_v2/qci_payloads/pglib_case30_ieee__normal_BUS1_MG-BUS2_MG__from__normal_BUS1_MG-BUS2_MG-BUS30_MG.json,True,normal,pglib_case30_ieee,normal_BUS1_MG-BUS2_MG__from__normal_BUS1_MG-BUS2_MG-BUS30_MG,results/phase3/public_benchmarks/pglib_case30_ieee/qci_fit_payloads/normal_BUS1_MG-BUS2_MG__from__normal_BUS1_MG-BUS2_MG-BUS30_MG.json,912,132
4e-05,True,3,6,"[""BUS1_MG""]",pglib_case30_ieee__normal_BUS1_MG__from__normal_BUS1_MG-BUS2_MG-BUS30_MG.json,results/phase3/cmpo_v2/qci_payloads/pglib_case30_ieee__normal_BUS1_MG__from__normal_BUS1_MG-BUS2_MG-BUS30_MG.json,True,normal,pglib_case30_ieee,normal_BUS1_MG__from__normal_BUS1_MG-BUS2_MG-BUS30_MG,results/phase3/public_benchmarks/pglib_case30_ieee/qci_fit_payloads/normal_BUS1_MG__from__normal_BUS1_MG-BUS2_MG-BUS30_MG.json,456,66
4e-05,True,3,6,"[""BUS2_MG"", ""BUS30_MG""]",pglib_case30_ieee__normal_BUS2_MG-BUS30_MG__from__normal_BUS1_MG-BUS2_MG-BUS30_MG.json,results/phase3/cmpo_v2/qci_payloads/pglib_case30_ieee__normal_BUS2_MG-BUS30_MG__from__normal_BUS1_MG-BUS2_MG-BUS30_MG.json,True,normal,pglib_case30_ieee,normal_BUS2_MG-BUS30_MG__from__normal_BUS1_MG-BUS2_MG-BUS30_MG,results/phase3/public_benchmarks/pglib_case30_ieee/qci_fit_payloads/normal_BUS2_MG-BUS30_MG__from__normal_BUS1_MG-BUS2_MG-BUS30_MG.json,912,132
3.355889960680152e-05,True,3,6,"[""BUS2_MG"", ""BUS5_MG""]",pglib_case30_ieee__normal_BUS2_MG-BUS5_MG__from__normal_BUS2_MG-BUS5_MG-BUS7_MG.json,results/phase3/cmpo_v2/qci_payloads/pglib_case30_ieee__normal_BUS2_MG-BUS5_MG__from__normal_BUS2_MG-BUS5_MG-BUS7_MG.json,True,normal,pglib_case30_ieee,normal_BUS2_MG-BUS5_MG__from__normal_BUS2_MG-BUS5_MG-BUS7_MG,results/phase3/public_benchmarks/pglib_case30_ieee/qci_fit_payloads/normal_BUS2_MG-BUS5_MG__from__normal_BUS2_MG-BUS5_MG-BUS7_MG.json,912,132
4e-05,True,3,6,"[""BUS2_MG""]",pglib_case30_ieee__normal_BUS2_MG__from__normal_BUS1_MG-BUS2_MG-BUS30_MG.json,results/phase3/cmpo_v2/qci_payloads/pglib_case30_ieee__normal_BUS2_MG__from__normal_BUS1_MG-BUS2_MG-BUS30_MG.json,True,normal,pglib_case30_ieee,normal_BUS2_MG__from__normal_BUS1_MG-BUS2_MG-BUS30_MG,results/phase3/public_benchmarks/pglib_case30_ieee/qci_fit_payloads/normal_BUS2_MG__from__normal_BUS1_MG-BUS2_MG-BUS30_MG.json,456,66
4e-05,True,3,6,"[""BUS2_MG""]",pglib_case30_ieee__normal_BUS2_MG__from__normal_BUS2_MG-BUS5_MG-BUS7_MG.json,results/phase3/cmpo_v2/qci_payloads/pglib_case30_ieee__normal_BUS2_MG__from__normal_BUS2_MG-BUS5_MG-BUS7_MG.json,True,normal,pglib_case30_ieee,normal_BUS2_MG__from__normal_BUS2_MG-BUS5_MG-BUS7_MG,results/phase3/public_benchmarks/pglib_case30_ieee/qci_fit_payloads/normal_BUS2_MG__from__normal_BUS2_MG-BUS5_MG-BUS7_MG.json,456,66
4e-05,True,3,6,"[""BUS30_MG""]",pglib_case30_ieee__normal_BUS30_MG__from__normal_BUS1_MG-BUS2_MG-BUS30_MG.json,results/phase3/cmpo_v2/qci_payloads/pglib_case30_ieee__normal_BUS30_MG__from__normal_BUS1_MG-BUS2_MG-BUS30_MG.json,True,normal,pglib_case30_ieee,normal_BUS30_MG__from__normal_BUS1_MG-BUS2_MG-BUS30_MG,results/phase3/public_benchmarks/pglib_case30_ieee/qci_fit_payloads/normal_BUS30_MG__from__normal_BUS1_MG-BUS2_MG-BUS30_MG.json,456,66
3.355889960680152e-05,True,3,6,"[""BUS5_MG"", ""BUS7_MG""]",pglib_case30_ieee__normal_BUS5_MG-BUS7_MG__from__normal_BUS2_MG-BUS5_MG-BUS7_MG.json,results/phase3/cmpo_v2/qci_payloads/pglib_case30_ieee__normal_BUS5_MG-BUS7_MG__from__normal_BUS2_MG-BUS5_MG-BUS7_MG.json,True,normal,pglib_case30_ieee,normal_BUS5_MG-BUS7_MG__from__normal_BUS2_MG-BUS5_MG-BUS7_MG,results/phase3/public_benchmarks/pglib_case30_ieee/qci_fit_payloads/normal_BUS5_MG-BUS7_MG__from__normal_BUS2_MG-BUS5_MG-BUS7_MG.json,912,132
3.355889960680152e-05,True,3,6,"[""BUS5_MG""]",pglib_case30_ieee__normal_BUS5_MG__from__normal_BUS2_MG-BUS5_MG-BUS7_MG.json,results/phase3/cmpo_v2/qci_payloads/pglib_case30_ieee__normal_BUS5_MG__from__normal_BUS2_MG-BUS5_MG-BUS7_MG.json,True,normal,pglib_case30_ieee,normal_BUS5_MG__from__normal_BUS2_MG-BUS5_MG-BUS7_MG,results/phase3/public_benchmarks/pglib_case30_ieee/qci_fit_payloads/normal_BUS5_MG__from__normal_BUS2_MG-BUS5_MG-BUS7_MG.json,456,66
4e-05,True,3,6,"[""BUS7_MG""]",pglib_case30_ieee__normal_BUS7_MG__from__normal_BUS2_MG-BUS5_MG-BUS7_MG.json,results/phase3/cmpo_v2/qci_payloads/pglib_case30_ieee__normal_BUS7_MG__from__normal_BUS2_MG-BUS5_MG-BUS7_MG.json,True,normal,pglib_case30_ieee,normal_BUS7_MG__from__normal_BUS2_MG-BUS5_MG-BUS7_MG,results/phase3/public_benchmarks/pglib_case30_ieee/qci_fit_payloads/normal_BUS7_MG__from__normal_BUS2_MG-BUS5_MG-BUS7_MG.json,456,66
4e-05,True,3,6,"[""BUS12_MG""]",pglib_case30_ieee__pcc_failure_BUS12_MG__from__pcc_failure_BUS12_MG.json,results/phase3/cmpo_v2/qci_payloads/pglib_case30_ieee__pcc_failure_BUS12_MG__from__pcc_failure_BUS12_MG.json,True,pcc_failure,pglib_case30_ieee,pcc_failure_BUS12_MG__from__pcc_failure_BUS12_MG,results/phase3/public_benchmarks/pglib_case30_ieee/qci_fit_payloads/pcc_failure_BUS12_MG__from__pcc_failure_BUS12_MG.json,456,66
4e-05,True,3,6,"[""BUS1_MG"", ""BUS2_MG""]",pglib_case30_ieee__pcc_failure_BUS1_MG-BUS2_MG__from__pcc_failure_BUS1_MG-BUS2_MG-BUS30_MG.json,results/phase3/cmpo_v2/qci_payloads/pglib_case30_ieee__pcc_failure_BUS1_MG-BUS2_MG__from__pcc_failure_BUS1_MG-BUS2_MG-BUS30_MG.json,True,pcc_failure,pglib_case30_ieee,pcc_failure_BUS1_MG-BUS2_MG__from__pcc_failure_BUS1_MG-BUS2_MG-BUS30_MG,results/phase3/public_benchmarks/pglib_case30_ieee/qci_fit_payloads/pcc_failure_BUS1_MG-BUS2_MG__from__pcc_failure_BUS1_MG-BUS2_MG-BUS30_MG.json,924,132
4e-05,True,3,6,"[""BUS1_MG""]",pglib_case30_ieee__pcc_failure_BUS1_MG__from__pcc_failure_BUS1_MG-BUS2_MG-BUS30_MG.json,results/phase3/cmpo_v2/qci_payloads/pglib_case30_ieee__pcc_failure_BUS1_MG__from__pcc_failure_BUS1_MG-BUS2_MG-BUS30_MG.json,True,pcc_failure,pglib_case30_ieee,pcc_failure_BUS1_MG__from__pcc_failure_BUS1_MG-BUS2_MG-BUS30_MG,results/phase3/public_benchmarks/pglib_case30_ieee/qci_fit_payloads/pcc_failure_BUS1_MG__from__pcc_failure_BUS1_MG-BUS2_MG-BUS30_MG.json,468,66
4e-05,True,3,6,"[""BUS2_MG"", ""BUS30_MG""]",pglib_case30_ieee__pcc_failure_BUS2_MG-BUS30_MG__from__pcc_failure_BUS1_MG-BUS2_MG-BUS30_MG.json,results/phase3/cmpo_v2/qci_payloads/pglib_case30_ieee__pcc_failure_BUS2_MG-BUS30_MG__from__pcc_failure_BUS1_MG-BUS2_MG-BUS30_MG.json,True,pcc_failure,pglib_case30_ieee,pcc_failure_BUS2_MG-BUS30_MG__from__pcc_failure_BUS1_MG-BUS2_MG-BUS30_MG,results/phase3/public_benchmarks/pglib_case30_ieee/qci_fit_payloads/pcc_failure_BUS2_MG-BUS30_MG__from__pcc_failure_BUS1_MG-BUS2_MG-BUS30_MG.json,912,132
2.9074962263982024e-05,True,3,6,"[""BUS2_MG"", ""BUS5_MG""]",pglib_case30_ieee__pcc_failure_BUS2_MG-BUS5_MG__from__pcc_failure_BUS2_MG-BUS5_MG-BUS7_MG.json,results/phase3/cmpo_v2/qci_payloads/pglib_case30_ieee__pcc_failure_BUS2_MG-BUS5_MG__from__pcc_failure_BUS2_MG-BUS5_MG-BUS7_MG.json,True,pcc_failure,pglib_case30_ieee,pcc_failure_BUS2_MG-BUS5_MG__from__pcc_failure_BUS2_MG-BUS5_MG-BUS7_MG,results/phase3/public_benchmarks/pglib_case30_ieee/qci_fit_payloads/pcc_failure_BUS2_MG-BUS5_MG__from__pcc_failure_BUS2_MG-BUS5_MG-BUS7_MG.json,912,132
4e-05,True,3,6,"[""BUS2_MG""]",pglib_case30_ieee__pcc_failure_BUS2_MG__from__pcc_failure_BUS1_MG-BUS2_MG-BUS30_MG.json,results/phase3/cmpo_v2/qci_payloads/pglib_case30_ieee__pcc_failure_BUS2_MG__from__pcc_failure_BUS1_MG-BUS2_MG-BUS30_MG.json,True,pcc_failure,pglib_case30_ieee,pcc_failure_BUS2_MG__from__pcc_failure_BUS1_MG-BUS2_MG-BUS30_MG,results/phase3/public_benchmarks/pglib_case30_ieee/qci_fit_payloads/pcc_failure_BUS2_MG__from__pcc_failure_BUS1_MG-BUS2_MG-BUS30_MG.json,456,66
4e-05,True,3,6,"[""BUS2_MG""]",pglib_case30_ieee__pcc_failure_BUS2_MG__from__pcc_failure_BUS2_MG-BUS5_MG-BUS7_MG.json,results/phase3/cmpo_v2/qci_payloads/pglib_case30_ieee__pcc_failure_BUS2_MG__from__pcc_failure_BUS2_MG-BUS5_MG-BUS7_MG.json,True,pcc_failure,pglib_case30_ieee,pcc_failure_BUS2_MG__from__pcc_failure_BUS2_MG-BUS5_MG-BUS7_MG,results/phase3/public_benchmarks/pglib_case30_ieee/qci_fit_payloads/pcc_failure_BUS2_MG__from__pcc_failure_BUS2_MG-BUS5_MG-BUS7_MG.json,456,66
4e-05,True,3,6,"[""BUS30_MG""]",pglib_case30_ieee__pcc_failure_BUS30_MG__from__pcc_failure_BUS1_MG-BUS2_MG-BUS30_MG.json,results/phase3/cmpo_v2/qci_payloads/pglib_case30_ieee__pcc_failure_BUS30_MG__from__pcc_failure_BUS1_MG-BUS2_MG-BUS30_MG.json,True,pcc_failure,pglib_case30_ieee,pcc_failure_BUS30_MG__from__pcc_failure_BUS1_MG-BUS2_MG-BUS30_MG,results/phase3/public_benchmarks/pglib_case30_ieee/qci_fit_payloads/pcc_failure_BUS30_MG__from__pcc_failure_BUS1_MG-BUS2_MG-BUS30_MG.json,456,66
2.9074962263982024e-05,True,3,6,"[""BUS5_MG"", ""BUS7_MG""]",pglib_case30_ieee__pcc_failure_BUS5_MG-BUS7_MG__from__pcc_failure_BUS2_MG-BUS5_MG-BUS7_MG.json,results/phase3/cmpo_v2/qci_payloads/pglib_case30_ieee__pcc_failure_BUS5_MG-BUS7_MG__from__pcc_failure_BUS2_MG-BUS5_MG-BUS7_MG.json,True,pcc_failure,pglib_case30_ieee,pcc_failure_BUS5_MG-BUS7_MG__from__pcc_failure_BUS2_MG-BUS5_MG-BUS7_MG,results/phase3/public_benchmarks/pglib_case30_ieee/qci_fit_payloads/pcc_failure_BUS5_MG-BUS7_MG__from__pcc_failure_BUS2_MG-BUS5_MG-BUS7_MG.json,912,132
2.9074962263982024e-05,True,3,6,"[""BUS5_MG""]",pglib_case30_ieee__pcc_failure_BUS5_MG__from__pcc_failure_BUS2_MG-BUS5_MG-BUS7_MG.json,results/phase3/cmpo_v2/qci_payloads/pglib_case30_ieee__pcc_failure_BUS5_MG__from__pcc_failure_BUS2_MG-BUS5_MG-BUS7_MG.json,True,pcc_failure,pglib_case30_ieee,pcc_failure_BUS5_MG__from__pcc_failure_BUS2_MG-BUS5_MG-BUS7_MG,results/phase3/public_benchmarks/pglib_case30_ieee/qci_fit_payloads/pcc_failure_BUS5_MG__from__pcc_failure_BUS2_MG-BUS5_MG-BUS7_MG.json,456,66
4e-05,True,3,6,"[""BUS7_MG""]",pglib_case30_ieee__pcc_failure_BUS7_MG__from__pcc_failure_BUS2_MG-BUS5_MG-BUS7_MG.json,results/phase3/cmpo_v2/qci_payloads/pglib_case30_ieee__pcc_failure_BUS7_MG__from__pcc_failure_BUS2_MG-BUS5_MG-BUS7_MG.json,True,pcc_failure,pglib_case30_ieee,pcc_failure_BUS7_MG__from__pcc_failure_BUS2_MG-BUS5_MG-BUS7_MG,results/phase3/public_benchmarks/pglib_case30_ieee/qci_fit_payloads/pcc_failure_BUS7_MG__from__pcc_failure_BUS2_MG-BUS5_MG-BUS7_MG.json,456,66
4e-05,True,3,6,"[""BUS12_MG""]",pglib_case30_ieee__renewable_shortfall_BUS12_MG__from__renewable_shortfall_BUS12_MG.json,results/phase3/cmpo_v2/qci_payloads/pglib_case30_ieee__renewable_shortfall_BUS12_MG__from__renewable_shortfall_BUS12_MG.json,True,renewable_shortfall,pglib_case30_ieee,renewable_shortfall_BUS12_MG__from__renewable_shortfall_BUS12_MG,results/phase3/public_benchmarks/pglib_case30_ieee/qci_fit_payloads/renewable_shortfall_BUS12_MG__from__renewable_shortfall_BUS12_MG.json,456,66
4e-05,True,3,6,"[""BUS1_MG"", ""BUS2_MG""]",pglib_case30_ieee__renewable_shortfall_BUS1_MG-BUS2_MG__from__renewable_shortfall_BUS1_MG-BUS2_MG-BUS30_MG.json,results/phase3/cmpo_v2/qci_payloads/pglib_case30_ieee__renewable_shortfall_BUS1_MG-BUS2_MG__from__renewable_shortfall_BUS1_MG-BUS2_MG-BUS30_MG.json,True,renewable_shortfall,pglib_case30_ieee,renewable_shortfall_BUS1_MG-BUS2_MG__from__renewable_shortfall_BUS1_MG-BUS2_MG-BUS30_MG,results/phase3/public_benchmarks/pglib_case30_ieee/qci_fit_payloads/renewable_shortfall_BUS1_MG-BUS2_MG__from__renewable_shortfall_BUS1_MG-BUS2_MG-BUS30_MG.json,912,132
4e-05,True,3,6,"[""BUS1_MG""]",pglib_case30_ieee__renewable_shortfall_BUS1_MG__from__renewable_shortfall_BUS1_MG-BUS2_MG-BUS30_MG.json,results/phase3/cmpo_v2/qci_payloads/pglib_case30_ieee__renewable_shortfall_BUS1_MG__from__renewable_shortfall_BUS1_MG-BUS2_MG-BUS30_MG.json,True,renewable_shortfall,pglib_case30_ieee,renewable_shortfall_BUS1_MG__from__renewable_shortfall_BUS1_MG-BUS2_MG-BUS30_MG,results/phase3/public_benchmarks/pglib_case30_ieee/qci_fit_payloads/renewable_shortfall_BUS1_MG__from__renewable_shortfall_BUS1_MG-BUS2_MG-BUS30_MG.json,456,66
4e-05,True,3,6,"[""BUS2_MG"", ""BUS30_MG""]",pglib_case30_ieee__renewable_shortfall_BUS2_MG-BUS30_MG__from__renewable_shortfall_BUS1_MG-BUS2_MG-BUS30_MG.json,results/phase3/cmpo_v2/qci_payloads/pglib_case30_ieee__renewable_shortfall_BUS2_MG-BUS30_MG__from__renewable_shortfall_BUS1_MG-BUS2_MG-BUS30_MG.json,True,renewable_shortfall,pglib_case30_ieee,renewable_shortfall_BUS2_MG-BUS30_MG__from__renewable_shortfall_BUS1_MG-BUS2_MG-BUS30_MG,results/phase3/public_benchmarks/pglib_case30_ieee/qci_fit_payloads/renewable_shortfall_BUS2_MG-BUS30_MG__from__renewable_shortfall_BUS1_MG-BUS2_MG-BUS30_MG.json,912,132
2.6464831919989487e-05,True,3,6,"[""BUS2_MG"", ""BUS5_MG""]",pglib_case30_ieee__renewable_shortfall_BUS2_MG-BUS5_MG__from__renewable_shortfall_BUS2_MG-BUS5_MG-BUS7_MG.json,results/phase3/cmpo_v2/qci_payloads/pglib_case30_ieee__renewable_shortfall_BUS2_MG-BUS5_MG__from__renewable_shortfall_BUS2_MG-BUS5_MG-BUS7_MG.json,True,renewable_shortfall,pglib_case30_ieee,renewable_shortfall_BUS2_MG-BUS5_MG__from__renewable_shortfall_BUS2_MG-BUS5_MG-BUS7_MG,results/phase3/public_benchmarks/pglib_case30_ieee/qci_fit_payloads/renewable_shortfall_BUS2_MG-BUS5_MG__from__renewable_shortfall_BUS2_MG-BUS5_MG-BUS7_MG.json,912,132
4e-05,True,3,6,"[""BUS2_MG""]",pglib_case30_ieee__renewable_shortfall_BUS2_MG__from__renewable_shortfall_BUS1_MG-BUS2_MG-BUS30_MG.json,results/phase3/cmpo_v2/qci_payloads/pglib_case30_ieee__renewable_shortfall_BUS2_MG__from__renewable_shortfall_BUS1_MG-BUS2_MG-BUS30_MG.json,True,renewable_shortfall,pglib_case30_ieee,renewable_shortfall_BUS2_MG__from__renewable_shortfall_BUS1_MG-BUS2_MG-BUS30_MG,results/phase3/public_benchmarks/pglib_case30_ieee/qci_fit_payloads/renewable_shortfall_BUS2_MG__from__renewable_shortfall_BUS1_MG-BUS2_MG-BUS30_MG.json,456,66
4e-05,True,3,6,"[""BUS2_MG""]",pglib_case30_ieee__renewable_shortfall_BUS2_MG__from__renewable_shortfall_BUS2_MG-BUS5_MG-BUS7_MG.json,results/phase3/cmpo_v2/qci_payloads/pglib_case30_ieee__renewable_shortfall_BUS2_MG__from__renewable_shortfall_BUS2_MG-BUS5_MG-BUS7_MG.json,True,renewable_shortfall,pglib_case30_ieee,renewable_shortfall_BUS2_MG__from__renewable_shortfall_BUS2_MG-BUS5_MG-BUS7_MG,results/phase3/public_benchmarks/pglib_case30_ieee/qci_fit_payloads/renewable_shortfall_BUS2_MG__from__renewable_shortfall_BUS2_MG-BUS5_MG-BUS7_MG.json,456,66
4e-05,True,3,6,"[""BUS30_MG""]",pglib_case30_ieee__renewable_shortfall_BUS30_MG__from__renewable_shortfall_BUS1_MG-BUS2_MG-BUS30_MG.json,results/phase3/cmpo_v2/qci_payloads/pglib_case30_ieee__renewable_shortfall_BUS30_MG__from__renewable_shortfall_BUS1_MG-BUS2_MG-BUS30_MG.json,True,renewable_shortfall,pglib_case30_ieee,renewable_shortfall_BUS30_MG__from__renewable_shortfall_BUS1_MG-BUS2_MG-BUS30_MG,results/phase3/public_benchmarks/pglib_case30_ieee/qci_fit_payloads/renewable_shortfall_BUS30_MG__from__renewable_shortfall_BUS1_MG-BUS2_MG-BUS30_MG.json,456,66
2.6464831919989487e-05,True,3,6,"[""BUS5_MG"", ""BUS7_MG""]",pglib_case30_ieee__renewable_shortfall_BUS5_MG-BUS7_MG__from__renewable_shortfall_BUS2_MG-BUS5_MG-BUS7_MG.json,results/phase3/cmpo_v2/qci_payloads/pglib_case30_ieee__renewable_shortfall_BUS5_MG-BUS7_MG__from__renewable_shortfall_BUS2_MG-BUS5_MG-BUS7_MG.json,True,renewable_shortfall,pglib_case30_ieee,renewable_shortfall_BUS5_MG-BUS7_MG__from__renewable_shortfall_BUS2_MG-BUS5_MG-BUS7_MG,results/phase3/public_benchmarks/pglib_case30_ieee/qci_fit_payloads/renewable_shortfall_BUS5_MG-BUS7_MG__from__renewable_shortfall_BUS2_MG-BUS5_MG-BUS7_MG.json,912,132
2.6464831919989487e-05,True,3,6,"[""BUS5_MG""]",pglib_case30_ieee__renewable_shortfall_BUS5_MG__from__renewable_shortfall_BUS2_MG-BUS5_MG-BUS7_MG.json,results/phase3/cmpo_v2/qci_payloads/pglib_case30_ieee__renewable_shortfall_BUS5_MG__from__renewable_shortfall_BUS2_MG-BUS5_MG-BUS7_MG.json,True,renewable_shortfall,pglib_case30_ieee,renewable_shortfall_BUS5_MG__from__renewable_shortfall_BUS2_MG-BUS5_MG-BUS7_MG,results/phase3/public_benchmarks/pglib_case30_ieee/qci_fit_payloads/renewable_shortfall_BUS5_MG__from__renewable_shortfall_BUS2_MG-BUS5_MG-BUS7_MG.json,456,66
4e-05,True,3,6,"[""BUS7_MG""]",pglib_case30_ieee__renewable_shortfall_BUS7_MG__from__renewable_shortfall_BUS2_MG-BUS5_MG-BUS7_MG.json,results/phase3/cmpo_v2/qci_payloads/pglib_case30_ieee__renewable_shortfall_BUS7_MG__from__renewable_shortfall_BUS2_MG-BUS5_MG-BUS7_MG.json,True,renewable_shortfall,pglib_case30_ieee,renewable_shortfall_BUS7_MG__from__renewable_shortfall_BUS2_MG-BUS5_MG-BUS7_MG,results/phase3/public_benchmarks/pglib_case30_ieee/qci_fit_payloads/renewable_shortfall_BUS7_MG__from__renewable_shortfall_BUS2_MG-BUS5_MG-BUS7_MG.json,456,66
