portfolio_signature,upgrade_cost,critical_ens,total_ens,technology_mix,selected_asset_count,upgrade_cost_band,critical_ens_band,total_ens_band,selected_asset_count_band,split
796a1087661086a73280797696ee9a6fdb30ca9b125aaef3310a46bec8e1e66e,5016711.016733867,50.625,230.625,bess+dispatchable_generation+pv,20,2,1,1,2,train
79921d880b046b483964d1044cf87ee44046dcb89436a312a68fd58a5f98d139,3335683.949077029,50.625,230.625,bess+dispatchable_generation+pv,17,0,1,1,0,train
79bcb9c96280e17b75652567149e90e3d9502d1a03869f5f2545e50f4332c604,4270088.737704229,50.625,230.625,bess+dispatchable_generation+pv,19,0,1,1,1,train
79c4415ae8122ca0495c3f1ec150dfb54963dde1552fffdef6d38e3a37ceac31,7729472.492142324,50.625,230.625,bess+dispatchable_generation+pv,31,4,1,1,4,train
7a0562b81d20aea476dd24afc54b4740991d67458375e168c9d77aaed254ad89,4800270.683810743,50.625,230.625,bess+dispatchable_generation+pv,19,2,1,1,1,train
7a405a3daad59e891a45a3b10be504e98c140d65d8bb0352a3f6bedc61dba287,5350690.776603733,50.625,230.625,bess+dispatchable_generation+pv,22,3,1,1,3,train
7a43410e419dd7f786b49e04c9e31b91a98d99f07d1c17e995a5d266b8618712,4845423.913148038,50.625,230.625,bess+dispatchable_generation+pv,20,2,1,1,2,train
7a71dd86e08185c739ac81ee311e24fc67228320dc1a467aebb19bc8fe26e63e,4237751.935893638,50.625,230.625,bess+dispatchable_generation+pv,18,0,1,1,0,train
7a8a422f607de37c495414014f0dfce48aea3e7fb123f7dbbbc1a17c7c52f26e,3883703.7921776767,80.625,260.625,bess+dispatchable_generation+pv,16,0,4,4,0,train
7aa8c38df2ae341aee063cadf62f0c32bbd0531b2e114b274880a2e5b0d52765,4031084.4484617147,50.625,230.625,bess+dispatchable_generation+pv,18,0,1,1,0,validation
7aad7da742651cdc1fe02fe570cbfa5f3d8799e4a8ada0ae977088e67a7a821b,4406947.3173491815,80.625,260.625,bess+dispatchable_generation+pv,19,1,4,4,1,test
7aae763e929a0d4bdf7eb914cba678db9f256103f7b3f8ccd228c1ef7a45f6a0,5784825.796958781,50.625,230.625,bess+dispatchable_generation+pv,24,4,1,1,4,test
7aafa22cc6fd381acd857b520c960184c30064c65ad01f66d4e9b3e62aa8580d,4544411.064035658,50.625,230.625,bess+dispatchable_generation+pv,19,1,1,1,1,train
7ac7624968c65a5aef67a0840938bda875035a7331a3e817719388432fce9c59,4244069.692792991,50.625,230.625,bess+dispatchable_generation+pv,16,0,1,1,0,test
7acc4c2b9d5766d2caf25bdccbe904ffeb752e16c3905ca1e759628d7455e5cf,4069172.1041657906,157.5,337.5,bess+dispatchable_generation+pv,19,0,4,4,1,validation
7ae90c7ee7c385f17f156a303dd593d7edf7b98d9031d61dd10940db99a4cf21,5617087.682580114,50.625,230.625,bess+dispatchable_generation+pv,19,3,1,1,1,train
7aee4293f894ce86a532011b0c5ca526b7de500871b33260db71257069a9d15d,4550714.840710095,50.625,230.625,bess+dispatchable_generation+pv,19,1,1,1,1,validation
7b15c540fe4e5ee9187e91e98deefee132a98b26781289a88ad9dbc864201c00,4612693.64368061,50.625,230.625,bess+dispatchable_generation+pv,21,1,1,1,3,train
7b44e8b168c3cae7a9da06f7a4e07693a0639e86493ff8c7c2098b8d97d9970f,4495964.951467581,157.5,337.5,bess+dispatchable_generation+pv,17,1,4,4,0,validation
7b8d1b501e078e23e4c5c40ba28a3f12886a47ab1a1a2659e23079307f0f8fae,5770733.102935162,50.625,230.625,bess+dispatchable_generation+pv,22,4,1,1,3,validation
7b990fc3fa339af2f88747ee5164b7c9bcbec9cf6f3244d186547f205944c4d3,5386416.635858286,50.625,230.625,bess+dispatchable_generation+pv,24,3,1,1,4,validation
7bbe697de30d65ca543c017ed2d0df5a51126203a7bb1f49b85e3ea1262330ee,4311135.996378819,50.625,230.625,bess+dispatchable_generation+pv,19,0,1,1,1,train
7bc353b462181e9f582fce0cbf949072c44b5d32c1e6b5da2649d3c3e371d1e4,5020406.335893638,50.625,230.625,bess+dispatchable_generation+pv,20,2,1,1,2,train
7c1635a4d92b38d2d543804759984ad2d3e7252a0eb0177087afbcca06c7bc70,4768342.2717872765,60.625,240.625,bess+dispatchable_generation+pv,21,1,4,4,3,train
7c1eca8bca661e6790df27ddd85e6a24c92014d07c60328618354bb1d5dafd53,4939131.994568229,60.625,240.625,bess+dispatchable_generation+pv,22,2,4,4,3,train
7c2540e84f103ee1a16ed28654b0d399b41e0c9dbd9fec51088ab41e2ddccb3a,5285092.319739734,50.625,230.625,bess+dispatchable_generation+pv,20,3,1,1,2,train
7c2da50a28b43759479fcbbcbe68bd7bdc1f5901820c9291643dc8622b633c22,3874340.5580592765,50.625,230.625,bess+dispatchable_generation+pv,20,0,1,1,2,train
7c35539cdb60628d61fb3500def9abbd1b5073a2331c45e95041088666c689b2,5643184.756828648,50.625,230.625,bess+dispatchable_generation+pv,22,3,1,1,3,train
7c60cded74f904ff1756a028b83a1eff6b7ae9a7c2034fd0551b45a97681554b,7922144.492142324,50.625,230.625,bess+dispatchable_generation+pv,32,4,1,1,4,validation
7cee61d9e3f3b1b4fe29a0ec3be0b77c49d00c13316aa701ed242106d1e746fa,4345187.589787124,50.625,230.625,bess+dispatchable_generation+pv,18,1,1,1,0,train
7d496e4a22c43fcab5611d378d9d38d5a9eba5f48815d50e7e7129096572effe,2113664.0,80.625,260.625,bess+dispatchable_generation,11,0,4,4,0,train
7d515a067aa9b992734bffc37009df59ce4a98df2ad7cb865e95d42a276b6caf,4198186.980804876,50.625,230.625,bess+dispatchable_generation+pv,18,0,1,1,0,test
7d90ea6a289e12165f425ee93efaa67ae41360e08f9c688a6584f618c539f099,3733590.4454912003,60.625,240.625,bess+dispatchable_generation+pv,19,0,4,4,1,test
7dad8d6d2577ce4fcb7256a4fd075643b7614da399538aedbf8e5ca56750f773,4998712.90416579,50.625,230.625,bess+dispatchable_generation+pv,20,2,1,1,2,train
7dfb53ef5dcc301449db075dc7516de08b95a7a78ffa387900b2a173015c3df2,7816228.456213334,50.625,230.625,bess+dispatchable_generation+pv,31,4,1,1,4,validation
7e01a2943804ae0cfa25b1becc464e9de83bed1308f72663387430427936d667,3823297.1311125336,157.5,337.5,bess+dispatchable_generation+pv,15,0,4,4,0,test
7e27037fd15f47397d64760010e1dbee5d34f0794b3ff297c37334dffd974d5c,5317520.196958781,50.625,230.625,bess+dispatchable_generation+pv,22,3,1,1,3,train
7e3ad07a47e4906e4a57a7d4a270f42ff8ec2a14281b7d432247552a443de76f,5858976.374793143,50.625,230.625,bess+dispatchable_generation+pv,22,4,1,1,3,test
7e3dc3af94e4f649e2e5381530a76cbc0bb091a5a84ecd997c5ac11b57be961d,5739236.592177676,50.625,230.625,bess+dispatchable_generation+pv,20,4,1,1,2,train
7e438be4b5f1aab0b2d1c379e9e4f6f7389d93d610910355a272716040b13d1f,4856256.223325562,80.625,260.625,bess+dispatchable_generation+pv,17,2,4,4,0,train
7e6b5ac5827796bd0b937c3a1b6c49f35c312bf643700542081a63c9c8a53e0c,5586387.071787276,50.625,230.625,bess+dispatchable_generation+pv,24,3,1,1,4,train
7e6e08f7cde383f32845c5d566d4ab13964153162317ce59ccdcfc6f601d6cfe,4768306.46642621,157.5,337.5,bess+dispatchable_generation+pv,17,1,4,4,0,train
7e75b6381f775c6e266ae3ee6dcd45b02c5e8ff8337bd217d65adde51df86c57,5169079.886781258,50.625,230.625,bess+dispatchable_generation+pv,22,2,1,1,3,train
7e87a82a52c9d80ab8d7ead7609ec507db8d87937c0eab441dcb4eaec4265d12,5416417.513148039,50.625,230.625,bess+dispatchable_generation+pv,21,3,1,1,3,validation
7e911f182f5db241a69aff54256cdc318c7f789c0e9157499142e3effad4bdda,4568671.958639238,50.625,230.625,bess+dispatchable_generation+pv,18,1,1,1,0,test
7ea396d0109b4aeea0717fd1204051112cd1684ef1269a913e2ff31541a89209,5241147.3400947815,50.625,230.625,bess+dispatchable_generation+pv,21,3,1,1,3,test
7ec8f1e11802ee8a3e4a5ad1fbae366a392addb3f66153a920bac5dc047ed401,5521829.568201448,157.5,337.5,bess+dispatchable_generation+pv,23,3,4,4,4,train
7f127a6c1e69b5f9b3b10d6fbae24a623423be31e83329602c2155cc0eeae83d,4657071.013112687,50.625,230.625,bess+dispatchable_generation+pv,20,1,1,1,2,validation
7f20c3c084727cb6e26709f5dc0fe890e14067110bd898ce7b1ee686abeb2033,5401283.684390705,50.625,230.625,bess+dispatchable_generation+pv,22,3,1,1,3,validation
7f2a8cb9978db5f22bdb16b899ae34de01dc718d3706941317209a5af4ca42b2,4838564.092792991,50.625,230.625,bess+dispatchable_generation+pv,17,2,1,1,0,train
7f451d4974af2090fe37d6cac8d6c008a80f7a8df5cfe5cb86a2b990144e6c93,5729566.343645258,86.25,266.25,bess+dispatchable_generation+pv,21,4,4,4,3,train
7f6bce7024525c94ccd409e7019e13a3be151f0ba9286fa5bb14c91d87cdadb4,4737380.735893638,50.625,230.625,bess+dispatchable_generation+pv,20,1,1,1,2,validation
7f6eb40b9374c9701c76dcec42bfade77c49250347410b5bfe49da414ddb1249,5395856.196958781,50.625,230.625,bess+dispatchable_generation+pv,23,3,1,1,4,validation
7f8029aa7c408d4086a8c8cfbc11cd8117b684d87103c30596dfc6d0f52a8fe6,6116591.31191741,50.625,230.625,bess+dispatchable_generation+pv,22,4,1,1,3,validation
7f96dada0c1fbc6cd22f1ccc1b1695aed5028a347066ef023b6b783e7cb18ef3,7969972.312497372,50.625,230.625,bess+dispatchable_generation+pv,32,4,1,1,4,test
7fa81e63354ba39e28ecf0e54061191440757b83b2c09f3bf6d07167abcbfe37,4975009.7592192,86.25,266.25,bess+dispatchable_generation+pv,20,2,4,4,2,train
7fb8a8329cd5d406ababaefa56603f198590492f661397eef1bb1749c61c4758,5795473.7023552,50.625,230.625,bess+dispatchable_generation+pv,19,4,1,1,1,train
7fbfb21d7ae18b53824fa49e60b4631b72abf5c367f3cca5b0abcf5d5014edaf,4540535.496994133,50.625,230.625,bess+dispatchable_generation+pv,18,1,1,1,0,train
7fe7075ba1a0ba4cd8111fe08580776dd4803b9d6c85532a81c308f27933ea41,5292848.650852267,157.5,337.5,bess+dispatchable_generation+pv,20,3,4,4,2,train
80142f3476a8faa889be13fd557821a48a7567c84dbea23f5a5c6a69d987fea6,4901283.529301943,50.625,230.625,bess+dispatchable_generation+pv,22,2,1,1,3,validation
801e44c461cf18124f41b7afa651b745472d5cc8168b2d53dbdf4642913afc11,4435278.661065143,50.625,230.625,bess+dispatchable_generation+pv,19,1,1,1,1,train
804a365281969e2affa439ff7538a7c34adb72098f753f1e63c62053f3555630,5514688.136473601,50.625,230.625,bess+dispatchable_generation+pv,21,3,1,1,3,test
80657213c2fb84611054a7496a03f98caf1c2bcea92b36ea1e9d4b7a485ffb41,5737133.916118553,60.625,240.625,bess+dispatchable_generation+pv,23,4,4,4,4,validation
8066c9605bb7ec07eef385ffe58934f201742d8bb63924e839e499710e389e17,4841858.768852115,157.5,337.5,bess+dispatchable_generation+pv,20,2,4,4,2,train
806c81eb8796f0696640b9b362697442a39d0ee71c36b0e1b0575e23380a31e5,7706506.856213334,50.625,230.625,bess+dispatchable_generation+pv,30,4,1,1,4,train
8070522e5602f9f11eb923e7c4ece36bf3b78a989b78e1c3ac9e903366ac98be,5201814.120319695,50.625,230.625,bess+dispatchable_generation+pv,19,3,1,1,1,train
808535d0129819a240a0a2d8167c8b41d3cdd044a05ca50996c3d0411f84a3d4,4918507.2873612195,50.625,230.625,bess+dispatchable_generation+pv,22,2,1,1,3,train
8085a18a8b80b4632f94d7319755f6746a03bb6645c1d4f87572b53631737e35,4454433.917929143,50.625,230.625,bess+dispatchable_generation+pv,20,1,1,1,2,train
808cdba0bf57bbac19708d2bd2c938609d1fba4794cc6cb2c45ccc15eaa1ce1e,5144136.650852267,50.625,230.625,bess+dispatchable_generation+pv,19,2,1,1,1,train
80be7cbd31d0bf6f9f32fd75df38aee401b16f147f0dc6df15e0a2acc8b137db,4150681.3921776763,50.625,230.625,bess+dispatchable_generation+pv,18,0,1,1,0,train
80d68a51621966d310ba43a85812e28243827b32bc24dba115dbbff51eee264e,4189323.483810743,157.5,337.5,bess+dispatchable_generation+pv,15,0,4,4,0,test
80d708f8a9bce34373f903f007d8b0138a541505a1bb614f3f8ed797bf5e186a,4671092.664035657,86.25,266.25,bess+dispatchable_generation+pv,19,1,4,4,1,train
80e4e03ba9b8b9fe4f13eb21d6d7f943ed56e35758ce1ada3d4c400ac31912b3,5389608.90416579,50.625,230.625,bess+dispatchable_generation+pv,20,3,1,1,2,test
80fde8372cc8c6ee0ca5ef6d1fdb2cc839dc0a08d6d9d392e7566d430f0a203a,4276379.2909824,50.625,230.625,bess+dispatchable_generation+pv,16,0,1,1,0,validation
8112e36049804576b44b004d0cf383cb4e319a0b2b8f5e31f051efd118df0c79,5441735.792177676,50.625,230.625,bess+dispatchable_generation+pv,21,3,1,1,3,train
8120e71b14e3dfc2a7c4ef43e5ffd951b77058fc5ed0ab49918ddcc24954415f,6527804.996958781,50.625,230.625,bess+dispatchable_generation+pv,24,4,1,1,4,validation
818e023c271f16a64908a27dc14fa295e52635e059171d24d289a47ee6d2c454,5565296.628106667,50.625,230.625,bess+dispatchable_generation+pv,23,3,1,1,4,train
819ddddf6c483a87d38898bc6bb4b914f4e9c388f2f97e46618ec9bbbe83e6df,4505069.152047543,50.625,230.625,bess+dispatchable_generation+pv,18,1,1,1,0,train
81d7d6af0668b9cec7ad137cce36e2eb74477e7d4f1331274eacccf6d813ece3,7054342.2604144765,50.625,230.625,bess+dispatchable_generation+pv,31,4,1,1,4,test
81dd90ee4861c173de61d798b6c100f3dbd6ddd5e644886b89b2ca0547d3363f,5164266.156248686,50.625,230.625,bess+dispatchable_generation+pv,21,2,1,1,3,train
81e9f084f55524bb2650448b580e326e300e614cf819c7515e4af5244c6de0c9,4870121.819704382,60.625,240.625,bess+dispatchable_generation+pv,24,2,4,4,4,train
8201bf7a5bf53563657eed38bc05ddae719fde0ecc28fcd8adf831575a28d2a1,4328413.787396572,50.625,230.625,bess+dispatchable_generation+pv,17,0,1,1,0,test
8211ec1dae2e2a337c77b7f2653701b8311c1996fcae43f4d2028cd1cb1328f2,5408228.338864153,50.625,230.625,bess+dispatchable_generation+pv,21,3,1,1,3,train
821b40570dacba67095cacead659b0dee610687ab7b205f2d8e9f2ba9e079986,5067283.431077181,50.625,230.625,bess+dispatchable_generation+pv,20,2,1,1,2,validation
8223b11ba03d0230d8e889c9fd3ab62846d39a8c88047e064a9021e7aa4761b8,3637855.6407100954,157.5,337.5,bess+dispatchable_generation+pv,18,0,4,4,0,test
8236a47a8b6c3e28ffa87254c8776903cf308d96ea530e827dfc854a7b1b2b5e,4340352.699964648,50.625,230.625,bess+dispatchable_generation+pv,18,1,1,1,0,train
82496b773d72987b2a5e0d0074e8c085221e7a6e5774044b4c68ccfbb1871d47,5345621.70054461,50.625,230.625,bess+dispatchable_generation+pv,22,3,1,1,3,validation
824a40fe3854dc9f977789bb3fa6cdb413f157f4e28a15a60b04c743baaf5ab9,4282007.338284191,50.625,230.625,bess+dispatchable_generation+pv,17,0,1,1,0,test
825502f79a72378acaa976f64cd39d91ae166f659f14f702a75f2498f15545cf,3728221.7155385907,80.625,260.625,bess+dispatchable_generation+pv,18,0,4,4,0,test
8255d9feaa5f004e8c930a87699d1ef577ebcad14e41f1044eae3c1da03c6afe,7827597.912497372,50.625,230.625,bess+dispatchable_generation+pv,32,4,1,1,4,test
8264f8eb9f30b16ad0e54c8de9ff67c00dd7a6d016b37246429fd7c898c56d3e,4339067.2682368,60.625,240.625,bess+dispatchable_generation+pv,19,1,4,4,1,train
8276882b4f942807454118a8e8adfabd3e8d29ffc95ffe4f6fc69a5b97a2e49e,4345661.061065143,50.625,230.625,bess+dispatchable_generation+pv,18,1,1,1,0,train
8278770482c0b638a7f3953708cb04c4c30ff902688972bfdecdefcdbafc55d1,5460571.181384838,50.625,230.625,bess+dispatchable_generation+pv,23,3,1,1,4,train
8283ae0163ef2e178127a20e4d5dae06fb790987ae05e89dd41576af648c5b13,7992180.312497372,50.625,230.625,bess+dispatchable_generation+pv,32,4,1,1,4,test
829e2fc757be3678e470f35a4085e587de33282a1a899de88a58ccd077509c20,5262372.115538591,50.625,230.625,bess+dispatchable_generation+pv,20,3,1,1,2,validation
82ab7d640f12312318ec1327491d2e3c4a99e1c1d46450ae6df60d61644ebb9e,6040557.507716267,50.625,230.625,bess+dispatchable_generation+pv,24,4,1,1,4,train
82b58596f17c8598e92da145580eed68a8da9accedcd39eff5002c26af22b003,4135924.2969941334,50.625,230.625,bess+dispatchable_generation+pv,18,0,1,1,0,test
82b839ee08a622df17a049c2f9fe87596603f4fab42915d0cba3de3e061d385b,6419088.446651124,50.625,230.625,bess+dispatchable_generation+pv,24,4,1,1,4,test
82b88a34df4b67a0a45ed387b7813d228efb4edffbed2e1de899d3d6d5023698,4415377.297574095,50.625,230.625,bess+dispatchable_generation+pv,18,1,1,1,0,train
82c90073b8c4b54a64f70f31392f2047737fd1ff5f7d667d312bdf86df9db61d,5488925.102935162,86.25,266.25,bess+dispatchable_generation+pv,20,3,4,4,2,train
82d29cb3b6faa5a79f67e058c21c139fe45ee2638007c0918b1295728da04923,5342051.457443962,50.625,230.625,bess+dispatchable_generation+pv,23,3,1,1,4,train
82d47f54148c9688d247ce09aeca8c3f699161b793389434c60836a705935734,4675334.861645105,86.25,266.25,bess+dispatchable_generation+pv,20,1,4,4,2,validation
82f0015bf37b73aee3389f362f7d3dfd9ac64f2aaa5f2d5862720625fd585a87,4630852.925100801,86.25,266.25,bess+dispatchable_generation+pv,19,1,4,4,1,test
830b4b635e85e24db670848bba1ca4cd1d5fc6f12cce8c427a618568e105061f,4725215.852662858,50.625,230.625,bess+dispatchable_generation+pv,22,1,1,1,3,train
831932d66f192124a3b8b670f08f46e67a09e676dc33451041c34bdedd7a93df,5083211.552047543,86.25,266.25,bess+dispatchable_generation+pv,19,2,4,4,1,train
831e3b4962b655f67d39cdc171af21001b4ff2206c9d6b028368b7603d6a26b0,6198756.017313829,50.625,230.625,bess+dispatchable_generation+pv,24,4,1,1,4,test
83284e28d6c850e5bd45f621a2a12e0a7c4eb28eeead85f05390900da80e9943,4616678.608331582,50.625,230.625,bess+dispatchable_generation+pv,19,1,1,1,1,train
83357656a1524bfc1aa5f20bd3d66a7d8fa5f4ad362061d073563320c609d8d5,3744752.261065143,50.625,230.625,bess+dispatchable_generation+pv,17,0,1,1,0,test
8374971625f1ded1b57a9f5e047405d08a7243456a2a3e300b5a5843f0220854,7370378.129881905,50.625,230.625,bess+dispatchable_generation+pv,31,4,1,1,4,test
838a553abae9473aa9322b9cd46fe3d833e17c6591d7f9e265b5c1e16ab8ba5d,3141874.0766390855,50.625,230.625,bess+dispatchable_generation+pv,14,0,1,1,0,test
83a5a0476d1f73adb30441ac6d7e8cdded9e409148fe854a3e7f7d2cc5bb43c5,5581802.992177676,50.625,230.625,bess+dispatchable_generation+pv,22,3,2,2,3,test
83b78eec3b645992461553b7b5dede52b92ffa989b98aa71766811c40139cf5a,4628613.832887772,50.625,230.625,bess+dispatchable_generation+pv,20,1,2,2,2,train
83bde3b1372abd1ce428c8709c4d178b9d44d8ea33096dcdcafb04b10f58ecb9,4936049.6796096,157.5,337.5,bess+dispatchable_generation+pv,19,2,4,4,1,train
83c4087c72c811d28bbc1684506813bc4e8df5c7280fd54037d3dfa237c86ce6,4885392.722710248,60.625,240.625,bess+dispatchable_generation+pv,19,2,4,4,1,train
83c7e3a2c07acb71581cd9da2c8a2020c64c986d4e396a217332c7830375c6d3,5220584.231077181,50.625,230.625,bess+dispatchable_generation+pv,20,3,2,2,2,train
83cfc2a2f2a683e0a668ea192853a48bbc1368cd0b10a0194d4543875715175e,5504637.080189562,50.625,230.625,bess+dispatchable_generation+pv,21,3,2,2,3,train
83d33c79f026ff0c9ab8101dfb9e7bd1e51ea24f9a69a0cca799371d43dcd1a2,5415664.412532724,50.625,230.625,bess+dispatchable_generation+pv,22,3,2,2,3,test
83e210eb31807ea0fccfa78c48b1c7ce550b46c48b95e42a6bd7fac0ce59f911,4508742.646071162,50.625,230.625,bess+dispatchable_generation+pv,19,1,2,2,1,validation
83e3c525d947a7e426274678825653c68aedaf3538933dd93a78dd822600361e,6191887.599349334,50.625,230.625,bess+dispatchable_generation+pv,24,4,2,2,4,validation
83f393952a6824f2fca6e50f82de23eeac51dc745b7efb24162b63f7d736854f,5023197.405361067,50.625,230.625,bess+dispatchable_generation+pv,20,2,2,2,2,train
83fef4e08958123febdf8e8c949303429ffe3e3c9e13512ce2a311bb42149456,4192069.393988267,50.625,230.625,bess+dispatchable_generation+pv,22,0,2,2,3,train
840f8fd8c92520f63c454beb4ffe8d570153175c74ffcbe91fa70df71b791d0d,4466749.66642621,157.5,337.5,bess+dispatchable_generation+pv,17,1,4,4,0,train
841f3db5557b2b3d106a57284d545ac32405a9e4fc8d3546f06942fb2d60d73f,2268764.8000000003,58.75000000000003,238.74999999999994,bess+dispatchable_generation,11,0,3,3,0,train
84200d804d1f18d239e2b6c590fee7c4eb4d4dc9c4b1749c9dc8b7d21a08c94a,5482581.174793143,50.625,230.625,bess+dispatchable_generation+pv,20,3,2,2,2,train
847c2fd54edfc8eb30c0b98567b7cd5f1e851b23d90f06848687d3ece0f3ad79,5209349.484970667,50.625,230.625,bess+dispatchable_generation+pv,23,3,2,2,4,validation
84cac767d3e82950bfc5c59c82ba5a430e20350b3c296f01d46e85ab397c6d32,7390800.492142324,86.25,266.25,bess+dispatchable_generation+pv,30,4,4,4,4,train
84cffbde86394389cab5e3b50a6212f3427d3b677a5f1ad11c4a3899ab2f7ed2,4556081.498154057,50.625,230.625,bess+dispatchable_generation+pv,17,1,2,2,0,train
84d548c1a461045d7652ca9231eb19a338dc55d59f1da246d9e158a02c5f8abd,5565123.374213181,50.625,230.625,bess+dispatchable_generation+pv,20,3,2,2,2,train
84de4777a82763bd8544e411c2f700b584057b4d89e2e9c5967b62fff72f7636,5382202.776603734,60.625,240.625,bess+dispatchable_generation+pv,21,3,4,4,3,train
84eb64fc1f4638440743f56ee52bc6114e78ec7080b30576618e87d0e256fcbb,4037222.623325562,60.625,240.625,bess+dispatchable_generation+pv,16,0,4,4,0,test
850a001a6b7965c6cf41957362f775cd7b8ac792874999ec6c246a2cc783bd31,4256571.733503086,50.625,230.625,bess+dispatchable_generation+pv,18,0,2,2,0,validation
8510e2c7e1c215d08430780feee41e2271d9580d85ef855ab85839dbc80b85f4,6641155.979574248,50.625,230.625,bess+dispatchable_generation+pv,25,4,2,2,4,validation
8512c87bcc90896a0747872953b95e0502244aa6349b39f184d0b36a97b6ac24,5028803.722130286,157.5,337.5,bess+dispatchable_generation+pv,20,2,4,4,2,train
851619dfd60416594b780e5284a0f836cc5568dcceb3f9f21f58177fec4ae5d8,4351271.160449829,50.625,230.625,bess+dispatchable_generation+pv,19,1,2,2,1,validation
852b6769ee049ca46858d6ead957796269d74f73282117da1760a44b0c633db8,4825908.267006172,50.625,230.625,bess+dispatchable_generation+pv,20,2,2,2,2,train
8539a930e3a5b38398fea2a86db60d8cffc9cc0108b6f3d0749f1e67c6bdafb5,4300809.6568640005,60.625,240.625,bess+dispatchable_generation+pv,17,0,4,4,0,train
853a2502aff431302d4bc9eefc481dfa23e132574bf95dbfa6722ac0b406eba6,5454300.936473601,50.625,230.625,bess+dispatchable_generation+pv,22,3,2,2,3,test
8553f7e95c9a3edf97b07955bfd55275dddac9484428c7bbe536e84929d10590,4861311.792177676,50.625,230.625,bess+dispatchable_generation+pv,20,2,2,2,2,train
85593e93aa9910e1cc0595c5c3411a9b330fda62b7cd051de88ea389684bd228,4639061.560449828,50.625,230.625,bess+dispatchable_generation+pv,21,1,2,2,3,train
8561c89721176d2a1758643a7875e9a5d1a96c5dde08cb0f35480606602ea16b,4111355.722130286,80.625,260.625,bess+dispatchable_generation+pv,19,0,4,4,1,test
85648ee1e1aa6a25e9825ae2b39b87937d37e7aa8c0cf21e8cf9060c9d4bfc21,4573090.716118553,60.625,240.625,bess+dispatchable_generation+pv,20,1,4,4,2,train
856a4ea301fb5ce0d041ced48035579a56a2fdcea152e8fc9bd154d2caa77347,4274922.492792991,86.25,266.25,bess+dispatchable_generation+pv,16,0,4,4,0,validation
856f7ee0a9e64e232d2a54fec7e7a415472f1ec37b537fd19fc02a6b00f791cc,5042763.979574248,60.625,240.625,bess+dispatchable_generation+pv,21,2,4,4,3,train
85b7624dc5ea3d5f84931907464e9050f446a90181b14f01311368840f6158a7,2361363.8203550475,50.625,230.625,bess+dispatchable_generation+pv,13,0,2,2,0,validation
85dd26237bc7ad9a6d497df9a958bcca632393c9c7418ed7e7939150977b7708,6065201.558639239,50.625,230.625,bess+dispatchable_generation+pv,21,4,2,2,3,train
85e9367cd142ac82041bc4bae258e6b429aa25761f2dbb6bf504525b0d56d63e,5129246.358639238,50.625,230.625,bess+dispatchable_generation+pv,19,2,2,2,1,train
8659602f145962456d4f6039885378d9e37c0fa011edf576ba0a68208e7b9066,4629510.335893638,157.5,337.5,bess+dispatchable_generation+pv,20,1,4,4,2,train
86702689fef6f1712ea3404718da73fcf0e7e7184c6d7d0b9760dc1de79d68d4,3987524.989207162,50.625,230.625,bess+dispatchable_generation+pv,19,0,2,2,1,train
8685cebe19b5f3bd7b6337ad713a618103861c00cb2050c20d893ce62bbb2321,6068043.359219201,60.625,240.625,bess+dispatchable_generation+pv,22,4,4,4,3,train
86b0b6aff87150f278a07c86d1c012d48bcc7afffa32aa647b54a21a73270b7c,4550579.2796096,50.625,230.625,bess+dispatchable_generation+pv,19,1,2,2,1,train
86d7baaecf61f355cdd3f27e9ae235ce6ebe15a12fb3b53cdd92c8f510039ae2,4834808.507136305,50.625,230.625,bess+dispatchable_generation+pv,19,2,2,2,1,train
86d95d9af16c99eacd48e73641296ad64b2e62726561d0cdd3ae5df95b61bfe9,5046148.868236801,80.625,260.625,bess+dispatchable_generation+pv,20,2,4,4,2,train
86e0dd35967ab4e800dab9afada2c888dcc76d5bedd73d2a01ffae2a04e571fe,5865048.613112686,60.625,240.625,bess+dispatchable_generation+pv,24,4,4,4,4,train
86eba230d9fc67da89c1dda40819803cf2fce576bf1b1674bed607361250e8a9,5520341.783775391,80.625,260.625,bess+dispatchable_generation+pv,22,3,4,4,3,validation
870218fab0ceb009e2c318b5c25762b2fd4adf1538da157ed19d568bc4038aa8,5809986.5005446095,60.625,240.625,bess+dispatchable_generation+pv,23,4,4,4,4,validation
87469964483b1fbc07b5b0e0f7d99a63098d301e8e00b0e5e8ca096617f8a5e9,4200238.169432077,80.625,260.625,bess+dispatchable_generation+pv,19,0,4,4,1,validation
8765e054d05b3d01e69403696527d6cd5f73b8ecb08fabe8f57591bad6e8daff,5990600.087361219,50.625,230.625,bess+dispatchable_generation+pv,23,4,2,2,4,train
878a2094100c7c41bdb4e55c79a20ee1d50591525049890b8ac4dfc934b10ff4,4303899.2454912,50.625,230.625,bess+dispatchable_generation+pv,17,0,2,2,0,train
8793df76fb6924c35a1b5e54e4f66d4dc30f7876a9427823cf4f7a846fb22585,4953190.967621486,50.625,230.625,bess+dispatchable_generation+pv,19,2,2,2,1,train
87b20598e72384b247bce7076be26ec954bf4ab1a52a8972ef1c6e2534be2780,5552033.176603734,50.625,230.625,bess+dispatchable_generation+pv,24,3,2,2,4,validation
87cadb8f3a39db352c9cb03f13a60b963123d6b1100886ab1eef5be867e12bf5,4846040.231077181,50.625,230.625,bess+dispatchable_generation+pv,19,2,2,2,1,validation
