response_path,request_path,job_id,status,request_mode,response_mode,effective_mode,problem_config,device_config,job_type,job_type_source,sum_constraint,request_sum_constraint,response_sum_constraint,num_levels,declared_upper_bounds,raw_sample_count,native_integral_sample_count,native_in_domain_sample_count,native_feasible_sample_count,raw_coordinate_count,integral_coordinate_count,fractional_or_invalid_coordinate_count,in_bounds_coordinate_count,bounds_check_available,all_raw_coordinates_integral,all_raw_coordinates_in_bounds,solution_minimum,solution_maximum,projected_sample_counted_native,nonzero_coefficient_count,maximum_nonzero_coefficient,minimum_nonzero_coefficient,coefficient_dynamic_range
results/phase3/public_benchmarks/pglib_case14_ieee/qci_single_sample_partial_20260706_190220/demand_surge_BUS9_MG__from__demand_surge_BUS3_MG-BUS4_MG-BUS9_MG/repeat_003/response.json,results/phase3/public_benchmarks/pglib_case14_ieee/qci_single_sample_partial_20260706_190220/demand_surge_BUS9_MG__from__demand_surge_BUS3_MG-BUS4_MG-BUS9_MG/repeat_003/request.json,6a4c2f2108442f441bbb061b,COMPLETED,normalized_continuous_qudit,normalized_continuous_qudit,normalized_continuous_qudit,normalized_qudit_hamiltonian_optimization,dirac-3_normalized_qudit,sample-hamiltonian,inferred_from_normalized_problem_config,10000,,10000,[],[],1,0,0,0,66,47,19,0,False,False,False,70.0,220.0,False,395,10000.0,1.5e-06,6666666666.666666
results/phase3/public_benchmarks/pglib_case14_ieee/qci_single_sample_partial_20260706_190220/demand_surge_BUS9_MG__from__demand_surge_BUS3_MG-BUS4_MG-BUS9_MG/repeat_004/response.json,results/phase3/public_benchmarks/pglib_case14_ieee/qci_single_sample_partial_20260706_190220/demand_surge_BUS9_MG__from__demand_surge_BUS3_MG-BUS4_MG-BUS9_MG/repeat_004/request.json,6a4c2f2108442f441bbb0626,COMPLETED,normalized_continuous_qudit,normalized_continuous_qudit,normalized_continuous_qudit,normalized_qudit_hamiltonian_optimization,dirac-3_normalized_qudit,sample-hamiltonian,inferred_from_normalized_problem_config,10000,,10000,[],[],1,0,0,0,66,54,12,0,False,False,False,89.9999924,250.0,False,395,10000.0,1.5e-06,6666666666.666666
results/phase3/public_benchmarks/pglib_case14_ieee/qci_single_sample_partial_20260706_190220/demand_surge_BUS9_MG__from__demand_surge_BUS3_MG-BUS4_MG-BUS9_MG/repeat_005/response.json,results/phase3/public_benchmarks/pglib_case14_ieee/qci_single_sample_partial_20260706_190220/demand_surge_BUS9_MG__from__demand_surge_BUS3_MG-BUS4_MG-BUS9_MG/repeat_005/request.json,6a4c2f2208442f441bbb0632,COMPLETED,normalized_continuous_qudit,normalized_continuous_qudit,normalized_continuous_qudit,normalized_qudit_hamiltonian_optimization,dirac-3_normalized_qudit,sample-hamiltonian,inferred_from_normalized_problem_config,10000,,10000,[],[],1,0,0,0,66,51,15,0,False,False,False,60.0,240.0,False,395,10000.0,1.5e-06,6666666666.666666
results/phase3/public_benchmarks/pglib_case14_ieee/qci_single_sample_partial_20260706_190220/demand_surge_BUS9_MG__from__demand_surge_BUS3_MG-BUS4_MG-BUS9_MG/repeat_006/response.json,results/phase3/public_benchmarks/pglib_case14_ieee/qci_single_sample_partial_20260706_190220/demand_surge_BUS9_MG__from__demand_surge_BUS3_MG-BUS4_MG-BUS9_MG/repeat_006/request.json,6a4c2f2308442f441bbb063f,COMPLETED,normalized_continuous_qudit,normalized_continuous_qudit,normalized_continuous_qudit,normalized_qudit_hamiltonian_optimization,dirac-3_normalized_qudit,sample-hamiltonian,inferred_from_normalized_problem_config,10000,,10000,[],[],1,0,0,0,66,51,15,0,False,False,False,70.0,230.0,False,395,10000.0,1.5e-06,6666666666.666666
results/phase3/public_benchmarks/pglib_case14_ieee/qci_single_sample_partial_20260706_190220/demand_surge_BUS9_MG__from__demand_surge_BUS3_MG-BUS4_MG-BUS9_MG/repeat_007/response.json,results/phase3/public_benchmarks/pglib_case14_ieee/qci_single_sample_partial_20260706_190220/demand_surge_BUS9_MG__from__demand_surge_BUS3_MG-BUS4_MG-BUS9_MG/repeat_007/request.json,6a4c2f2308442f441bbb064a,COMPLETED,normalized_continuous_qudit,normalized_continuous_qudit,normalized_continuous_qudit,normalized_qudit_hamiltonian_optimization,dirac-3_normalized_qudit,sample-hamiltonian,inferred_from_normalized_problem_config,10000,,10000,[],[],1,0,0,0,66,49,17,0,False,False,False,60.0,300.0,False,395,10000.0,1.5e-06,6666666666.666666
results/phase3/public_benchmarks/pglib_case14_ieee/qci_single_sample_partial_20260706_190220/demand_surge_BUS9_MG__from__demand_surge_BUS3_MG-BUS4_MG-BUS9_MG/repeat_008/response.json,results/phase3/public_benchmarks/pglib_case14_ieee/qci_single_sample_partial_20260706_190220/demand_surge_BUS9_MG__from__demand_surge_BUS3_MG-BUS4_MG-BUS9_MG/repeat_008/request.json,6a4c2f2408442f441bbb0655,COMPLETED,normalized_continuous_qudit,normalized_continuous_qudit,normalized_continuous_qudit,normalized_qudit_hamiltonian_optimization,dirac-3_normalized_qudit,sample-hamiltonian,inferred_from_normalized_problem_config,10000,,10000,[],[],1,0,0,0,66,57,9,0,False,False,False,80.0,270.0,False,395,10000.0,1.5e-06,6666666666.666666
results/phase3/public_benchmarks/pglib_case14_ieee/qci_single_sample_partial_20260706_190220/demand_surge_BUS9_MG__from__demand_surge_BUS3_MG-BUS4_MG-BUS9_MG/repeat_009/response.json,results/phase3/public_benchmarks/pglib_case14_ieee/qci_single_sample_partial_20260706_190220/demand_surge_BUS9_MG__from__demand_surge_BUS3_MG-BUS4_MG-BUS9_MG/repeat_009/request.json,6a4c2f2508442f441bbb0662,COMPLETED,normalized_continuous_qudit,normalized_continuous_qudit,normalized_continuous_qudit,normalized_qudit_hamiltonian_optimization,dirac-3_normalized_qudit,sample-hamiltonian,inferred_from_normalized_problem_config,10000,,10000,[],[],1,0,0,0,66,55,11,0,False,False,False,50.0,250.0,False,395,10000.0,1.5e-06,6666666666.666666
results/phase3/public_benchmarks/pglib_case14_ieee/qci_single_sample_partial_20260706_190220/demand_surge_BUS9_MG__from__demand_surge_BUS3_MG-BUS4_MG-BUS9_MG/repeat_010/response.json,results/phase3/public_benchmarks/pglib_case14_ieee/qci_single_sample_partial_20260706_190220/demand_surge_BUS9_MG__from__demand_surge_BUS3_MG-BUS4_MG-BUS9_MG/repeat_010/request.json,6a4c2f2508442f441bbb066c,COMPLETED,normalized_continuous_qudit,normalized_continuous_qudit,normalized_continuous_qudit,normalized_qudit_hamiltonian_optimization,dirac-3_normalized_qudit,sample-hamiltonian,inferred_from_normalized_problem_config,10000,,10000,[],[],1,0,0,0,66,51,15,0,False,False,False,80.0,250.0,False,395,10000.0,1.5e-06,6666666666.666666
results/phase3/public_benchmarks/pglib_case14_ieee/qci_single_sample_partial_20260706_190220/demand_surge_BUS9_MG__from__demand_surge_BUS3_MG-BUS4_MG-BUS9_MG/repeat_011/response.json,results/phase3/public_benchmarks/pglib_case14_ieee/qci_single_sample_partial_20260706_190220/demand_surge_BUS9_MG__from__demand_surge_BUS3_MG-BUS4_MG-BUS9_MG/repeat_011/request.json,6a4c2f2608442f441bbb0678,COMPLETED,normalized_continuous_qudit,normalized_continuous_qudit,normalized_continuous_qudit,normalized_qudit_hamiltonian_optimization,dirac-3_normalized_qudit,sample-hamiltonian,inferred_from_normalized_problem_config,10000,,10000,[],[],1,0,0,0,66,48,18,0,False,False,False,80.0,230.0,False,395,10000.0,1.5e-06,6666666666.666666
results/phase3/public_benchmarks/pglib_case14_ieee/qci_single_sample_partial_20260706_190220/local_generator_failure_BUS14_MG-BUS1_MG__from__local_generator_failure_BUS14_MG-BUS1_MG-BUS2_MG/repeat_000/response.json,results/phase3/public_benchmarks/pglib_case14_ieee/qci_single_sample_partial_20260706_190220/local_generator_failure_BUS14_MG-BUS1_MG__from__local_generator_failure_BUS14_MG-BUS1_MG-BUS2_MG/repeat_000/request.json,6a4c2f1e08442f441bbb05fb,COMPLETED,normalized_continuous_qudit,normalized_continuous_qudit,normalized_continuous_qudit,normalized_qudit_hamiltonian_optimization,dirac-3_normalized_qudit,sample-hamiltonian,inferred_from_normalized_problem_config,10000,,10000,[],[],1,0,0,0,132,12,120,0,False,False,False,0.0,273.6083374,False,790,10000.0,1.5e-06,6666666666.666666
results/phase3/public_benchmarks/pglib_case14_ieee/qci_single_sample_partial_20260706_190220/local_generator_failure_BUS14_MG-BUS1_MG__from__local_generator_failure_BUS14_MG-BUS1_MG-BUS2_MG/repeat_001/response.json,results/phase3/public_benchmarks/pglib_case14_ieee/qci_single_sample_partial_20260706_190220/local_generator_failure_BUS14_MG-BUS1_MG__from__local_generator_failure_BUS14_MG-BUS1_MG-BUS2_MG/repeat_001/request.json,6a4c2f1f08442f441bbb0607,COMPLETED,normalized_continuous_qudit,normalized_continuous_qudit,normalized_continuous_qudit,normalized_qudit_hamiltonian_optimization,dirac-3_normalized_qudit,sample-hamiltonian,inferred_from_normalized_problem_config,10000,,10000,[],[],1,0,0,0,132,0,132,0,False,False,False,9.2484636,174.6174927,False,790,10000.0,1.5e-06,6666666666.666666
results/phase3/public_benchmarks/pglib_case14_ieee/qci_single_sample_partial_20260706_190220/local_generator_failure_BUS14_MG-BUS1_MG__from__local_generator_failure_BUS14_MG-BUS1_MG-BUS2_MG/repeat_002/response.json,results/phase3/public_benchmarks/pglib_case14_ieee/qci_single_sample_partial_20260706_190220/local_generator_failure_BUS14_MG-BUS1_MG__from__local_generator_failure_BUS14_MG-BUS1_MG-BUS2_MG/repeat_002/request.json,6a4c2f2008442f441bbb0613,COMPLETED,normalized_continuous_qudit,normalized_continuous_qudit,normalized_continuous_qudit,normalized_qudit_hamiltonian_optimization,dirac-3_normalized_qudit,sample-hamiltonian,inferred_from_normalized_problem_config,10000,,10000,[],[],1,0,0,0,132,12,120,0,False,False,False,0.0,256.9085083,False,790,10000.0,1.5e-06,6666666666.666666
results/phase3/public_benchmarks/pglib_case14_ieee/qci_single_sample_partial_20260706_190220/local_generator_failure_BUS14_MG-BUS1_MG__from__local_generator_failure_BUS14_MG-BUS1_MG-BUS2_MG/repeat_003/response.json,results/phase3/public_benchmarks/pglib_case14_ieee/qci_single_sample_partial_20260706_190220/local_generator_failure_BUS14_MG-BUS1_MG__from__local_generator_failure_BUS14_MG-BUS1_MG-BUS2_MG/repeat_003/request.json,6a4c2f2108442f441bbb0621,COMPLETED,normalized_continuous_qudit,normalized_continuous_qudit,normalized_continuous_qudit,normalized_qudit_hamiltonian_optimization,dirac-3_normalized_qudit,sample-hamiltonian,inferred_from_normalized_problem_config,10000,,10000,[],[],1,0,0,0,132,12,120,0,False,False,False,0.0,228.4568176,False,790,10000.0,1.5e-06,6666666666.666666
results/phase3/public_benchmarks/pglib_case14_ieee/qci_single_sample_partial_20260706_190220/local_generator_failure_BUS14_MG-BUS1_MG__from__local_generator_failure_BUS14_MG-BUS1_MG-BUS2_MG/repeat_004/response.json,results/phase3/public_benchmarks/pglib_case14_ieee/qci_single_sample_partial_20260706_190220/local_generator_failure_BUS14_MG-BUS1_MG__from__local_generator_failure_BUS14_MG-BUS1_MG-BUS2_MG/repeat_004/request.json,6a4c2f2208442f441bbb062d,COMPLETED,normalized_continuous_qudit,normalized_continuous_qudit,normalized_continuous_qudit,normalized_qudit_hamiltonian_optimization,dirac-3_normalized_qudit,sample-hamiltonian,inferred_from_normalized_problem_config,10000,,10000,[],[],1,0,0,0,132,24,108,0,False,False,False,0.0,279.3946228,False,790,10000.0,1.5e-06,6666666666.666666
results/phase3/public_benchmarks/pglib_case14_ieee/qci_single_sample_partial_20260706_190220/local_generator_failure_BUS14_MG-BUS1_MG__from__local_generator_failure_BUS14_MG-BUS1_MG-BUS2_MG/repeat_005/response.json,results/phase3/public_benchmarks/pglib_case14_ieee/qci_single_sample_partial_20260706_190220/local_generator_failure_BUS14_MG-BUS1_MG__from__local_generator_failure_BUS14_MG-BUS1_MG-BUS2_MG/repeat_005/request.json,6a4c2f2208442f441bbb063c,COMPLETED,normalized_continuous_qudit,normalized_continuous_qudit,normalized_continuous_qudit,normalized_qudit_hamiltonian_optimization,dirac-3_normalized_qudit,sample-hamiltonian,inferred_from_normalized_problem_config,10000,,10000,[],[],1,0,0,0,132,12,120,0,False,False,False,0.0,275.8502502,False,790,10000.0,1.5e-06,6666666666.666666
results/phase3/public_benchmarks/pglib_case14_ieee/qci_single_sample_partial_20260706_190220/local_generator_failure_BUS14_MG-BUS1_MG__from__local_generator_failure_BUS14_MG-BUS1_MG-BUS2_MG/repeat_006/response.json,results/phase3/public_benchmarks/pglib_case14_ieee/qci_single_sample_partial_20260706_190220/local_generator_failure_BUS14_MG-BUS1_MG__from__local_generator_failure_BUS14_MG-BUS1_MG-BUS2_MG/repeat_006/request.json,6a4c2f2308442f441bbb0648,COMPLETED,normalized_continuous_qudit,normalized_continuous_qudit,normalized_continuous_qudit,normalized_qudit_hamiltonian_optimization,dirac-3_normalized_qudit,sample-hamiltonian,inferred_from_normalized_problem_config,10000,,10000,[],[],1,0,0,0,132,12,120,0,False,False,False,0.0,230.6668701,False,790,10000.0,1.5e-06,6666666666.666666
results/phase3/public_benchmarks/pglib_case14_ieee/qci_single_sample_partial_20260706_190220/local_generator_failure_BUS14_MG-BUS1_MG__from__local_generator_failure_BUS14_MG-BUS1_MG-BUS2_MG/repeat_007/response.json,results/phase3/public_benchmarks/pglib_case14_ieee/qci_single_sample_partial_20260706_190220/local_generator_failure_BUS14_MG-BUS1_MG__from__local_generator_failure_BUS14_MG-BUS1_MG-BUS2_MG/repeat_007/request.json,6a4c2f2408442f441bbb0654,COMPLETED,normalized_continuous_qudit,normalized_continuous_qudit,normalized_continuous_qudit,normalized_qudit_hamiltonian_optimization,dirac-3_normalized_qudit,sample-hamiltonian,inferred_from_normalized_problem_config,10000,,10000,[],[],1,0,0,0,132,12,120,0,False,False,False,0.0,274.743927,False,790,10000.0,1.5e-06,6666666666.666666
results/phase3/public_benchmarks/pglib_case14_ieee/qci_single_sample_partial_20260706_190220/local_generator_failure_BUS14_MG-BUS1_MG__from__local_generator_failure_BUS14_MG-BUS1_MG-BUS2_MG/repeat_008/response.json,results/phase3/public_benchmarks/pglib_case14_ieee/qci_single_sample_partial_20260706_190220/local_generator_failure_BUS14_MG-BUS1_MG__from__local_generator_failure_BUS14_MG-BUS1_MG-BUS2_MG/repeat_008/request.json,6a4c2f2508442f441bbb0660,COMPLETED,normalized_continuous_qudit,normalized_continuous_qudit,normalized_continuous_qudit,normalized_qudit_hamiltonian_optimization,dirac-3_normalized_qudit,sample-hamiltonian,inferred_from_normalized_problem_config,10000,,10000,[],[],1,0,0,0,132,12,120,0,False,False,False,0.0,259.136322,False,790,10000.0,1.5e-06,6666666666.666666
results/phase3/public_benchmarks/pglib_case14_ieee/qci_single_sample_partial_20260706_190220/local_generator_failure_BUS14_MG-BUS1_MG__from__local_generator_failure_BUS14_MG-BUS1_MG-BUS2_MG/repeat_009/response.json,results/phase3/public_benchmarks/pglib_case14_ieee/qci_single_sample_partial_20260706_190220/local_generator_failure_BUS14_MG-BUS1_MG__from__local_generator_failure_BUS14_MG-BUS1_MG-BUS2_MG/repeat_009/request.json,6a4c2f2508442f441bbb066e,COMPLETED,normalized_continuous_qudit,normalized_continuous_qudit,normalized_continuous_qudit,normalized_qudit_hamiltonian_optimization,dirac-3_normalized_qudit,sample-hamiltonian,inferred_from_normalized_problem_config,10000,,10000,[],[],1,0,0,0,132,24,108,0,False,False,False,0.0,256.0204773,False,790,10000.0,1.5e-06,6666666666.666666
results/phase3/public_benchmarks/pglib_case14_ieee/qci_single_sample_partial_20260706_190220/local_generator_failure_BUS14_MG-BUS1_MG__from__local_generator_failure_BUS14_MG-BUS1_MG-BUS2_MG/repeat_010/response.json,results/phase3/public_benchmarks/pglib_case14_ieee/qci_single_sample_partial_20260706_190220/local_generator_failure_BUS14_MG-BUS1_MG__from__local_generator_failure_BUS14_MG-BUS1_MG-BUS2_MG/repeat_010/request.json,6a4c2f2608442f441bbb067a,COMPLETED,normalized_continuous_qudit,normalized_continuous_qudit,normalized_continuous_qudit,normalized_qudit_hamiltonian_optimization,dirac-3_normalized_qudit,sample-hamiltonian,inferred_from_normalized_problem_config,10000,,10000,[],[],1,0,0,0,132,18,114,0,False,False,False,0.0,327.1470337,False,790,10000.0,1.5e-06,6666666666.666666
results/phase3/public_benchmarks/pglib_case14_ieee/qci_single_sample_partial_20260706_190220/local_generator_failure_BUS14_MG__from__local_generator_failure_BUS14_MG-BUS1_MG-BUS2_MG/repeat_000/response.json,results/phase3/public_benchmarks/pglib_case14_ieee/qci_single_sample_partial_20260706_190220/local_generator_failure_BUS14_MG__from__local_generator_failure_BUS14_MG-BUS1_MG-BUS2_MG/repeat_000/request.json,6a4c2f1e08442f441bbb05f7,COMPLETED,normalized_continuous_qudit,normalized_continuous_qudit,normalized_continuous_qudit,normalized_qudit_hamiltonian_optimization,dirac-3_normalized_qudit,sample-hamiltonian,inferred_from_normalized_problem_config,10000,,10000,[],[],1,0,0,0,66,58,8,0,False,False,False,70.0,240.0,False,395,10000.0,1.5e-06,6666666666.666666
results/phase3/public_benchmarks/pglib_case14_ieee/qci_single_sample_partial_20260706_190220/local_generator_failure_BUS14_MG__from__local_generator_failure_BUS14_MG-BUS1_MG-BUS2_MG/repeat_001/response.json,results/phase3/public_benchmarks/pglib_case14_ieee/qci_single_sample_partial_20260706_190220/local_generator_failure_BUS14_MG__from__local_generator_failure_BUS14_MG-BUS1_MG-BUS2_MG/repeat_001/request.json,6a4c2f1f08442f441bbb0600,COMPLETED,normalized_continuous_qudit,normalized_continuous_qudit,normalized_continuous_qudit,normalized_qudit_hamiltonian_optimization,dirac-3_normalized_qudit,sample-hamiltonian,inferred_from_normalized_problem_config,10000,,10000,[],[],1,0,0,0,66,49,17,0,False,False,False,80.0,240.0,False,395,10000.0,1.5e-06,6666666666.666666
results/phase3/public_benchmarks/pglib_case14_ieee/qci_single_sample_partial_20260706_190220/local_generator_failure_BUS14_MG__from__local_generator_failure_BUS14_MG-BUS1_MG-BUS2_MG/repeat_002/response.json,results/phase3/public_benchmarks/pglib_case14_ieee/qci_single_sample_partial_20260706_190220/local_generator_failure_BUS14_MG__from__local_generator_failure_BUS14_MG-BUS1_MG-BUS2_MG/repeat_002/request.json,6a4c2f2008442f441bbb060c,COMPLETED,normalized_continuous_qudit,normalized_continuous_qudit,normalized_continuous_qudit,normalized_qudit_hamiltonian_optimization,dirac-3_normalized_qudit,sample-hamiltonian,inferred_from_normalized_problem_config,10000,,10000,[],[],1,0,0,0,66,61,5,0,False,False,False,80.0,280.0,False,395,10000.0,1.5e-06,6666666666.666666
results/phase3/public_benchmarks/pglib_case14_ieee/qci_single_sample_partial_20260706_190220/local_generator_failure_BUS14_MG__from__local_generator_failure_BUS14_MG-BUS1_MG-BUS2_MG/repeat_003/response.json,results/phase3/public_benchmarks/pglib_case14_ieee/qci_single_sample_partial_20260706_190220/local_generator_failure_BUS14_MG__from__local_generator_failure_BUS14_MG-BUS1_MG-BUS2_MG/repeat_003/request.json,6a4c2f2008442f441bbb0618,COMPLETED,normalized_continuous_qudit,normalized_continuous_qudit,normalized_continuous_qudit,normalized_qudit_hamiltonian_optimization,dirac-3_normalized_qudit,sample-hamiltonian,inferred_from_normalized_problem_config,10000,,10000,[],[],1,0,0,0,66,54,12,0,False,False,False,20.0,250.0,False,395,10000.0,1.5e-06,6666666666.666666
results/phase3/public_benchmarks/pglib_case14_ieee/qci_single_sample_partial_20260706_190220/local_generator_failure_BUS14_MG__from__local_generator_failure_BUS14_MG-BUS1_MG-BUS2_MG/repeat_004/response.json,results/phase3/public_benchmarks/pglib_case14_ieee/qci_single_sample_partial_20260706_190220/local_generator_failure_BUS14_MG__from__local_generator_failure_BUS14_MG-BUS1_MG-BUS2_MG/repeat_004/request.json,6a4c2f2108442f441bbb0623,COMPLETED,normalized_continuous_qudit,normalized_continuous_qudit,normalized_continuous_qudit,normalized_qudit_hamiltonian_optimization,dirac-3_normalized_qudit,sample-hamiltonian,inferred_from_normalized_problem_config,10000,,10000,[],[],1,0,0,0,66,50,16,0,False,False,False,50.0,250.0,False,395,10000.0,1.5e-06,6666666666.666666
results/phase3/public_benchmarks/pglib_case14_ieee/qci_single_sample_partial_20260706_190220/local_generator_failure_BUS14_MG__from__local_generator_failure_BUS14_MG-BUS1_MG-BUS2_MG/repeat_005/response.json,results/phase3/public_benchmarks/pglib_case14_ieee/qci_single_sample_partial_20260706_190220/local_generator_failure_BUS14_MG__from__local_generator_failure_BUS14_MG-BUS1_MG-BUS2_MG/repeat_005/request.json,6a4c2f2208442f441bbb062f,COMPLETED,normalized_continuous_qudit,normalized_continuous_qudit,normalized_continuous_qudit,normalized_qudit_hamiltonian_optimization,dirac-3_normalized_qudit,sample-hamiltonian,inferred_from_normalized_problem_config,10000,,10000,[],[],1,0,0,0,66,50,16,0,False,False,False,70.0,230.0,False,395,10000.0,1.5e-06,6666666666.666666
results/phase3/public_benchmarks/pglib_case14_ieee/qci_single_sample_partial_20260706_190220/local_generator_failure_BUS14_MG__from__local_generator_failure_BUS14_MG-BUS1_MG-BUS2_MG/repeat_006/response.json,results/phase3/public_benchmarks/pglib_case14_ieee/qci_single_sample_partial_20260706_190220/local_generator_failure_BUS14_MG__from__local_generator_failure_BUS14_MG-BUS1_MG-BUS2_MG/repeat_006/request.json,6a4c2f2208442f441bbb063a,COMPLETED,normalized_continuous_qudit,normalized_continuous_qudit,normalized_continuous_qudit,normalized_qudit_hamiltonian_optimization,dirac-3_normalized_qudit,sample-hamiltonian,inferred_from_normalized_problem_config,10000,,10000,[],[],1,0,0,0,66,50,16,0,False,False,False,70.0,240.0,False,395,10000.0,1.5e-06,6666666666.666666
results/phase3/public_benchmarks/pglib_case14_ieee/qci_single_sample_partial_20260706_190220/local_generator_failure_BUS14_MG__from__local_generator_failure_BUS14_MG-BUS1_MG-BUS2_MG/repeat_007/response.json,results/phase3/public_benchmarks/pglib_case14_ieee/qci_single_sample_partial_20260706_190220/local_generator_failure_BUS14_MG__from__local_generator_failure_BUS14_MG-BUS1_MG-BUS2_MG/repeat_007/request.json,6a4c2f2308442f441bbb0646,COMPLETED,normalized_continuous_qudit,normalized_continuous_qudit,normalized_continuous_qudit,normalized_qudit_hamiltonian_optimization,dirac-3_normalized_qudit,sample-hamiltonian,inferred_from_normalized_problem_config,10000,,10000,[],[],1,0,0,0,66,56,10,0,False,False,False,80.0,310.0,False,395,10000.0,1.5e-06,6666666666.666666
results/phase3/public_benchmarks/pglib_case14_ieee/qci_single_sample_partial_20260706_190220/local_generator_failure_BUS14_MG__from__local_generator_failure_BUS14_MG-BUS1_MG-BUS2_MG/repeat_008/response.json,results/phase3/public_benchmarks/pglib_case14_ieee/qci_single_sample_partial_20260706_190220/local_generator_failure_BUS14_MG__from__local_generator_failure_BUS14_MG-BUS1_MG-BUS2_MG/repeat_008/request.json,6a4c2f2408442f441bbb0652,COMPLETED,normalized_continuous_qudit,normalized_continuous_qudit,normalized_continuous_qudit,normalized_qudit_hamiltonian_optimization,dirac-3_normalized_qudit,sample-hamiltonian,inferred_from_normalized_problem_config,10000,,10000,[],[],1,0,0,0,66,57,9,0,False,False,False,80.0,250.0,False,395,10000.0,1.5e-06,6666666666.666666
results/phase3/public_benchmarks/pglib_case14_ieee/qci_single_sample_partial_20260706_190220/local_generator_failure_BUS14_MG__from__local_generator_failure_BUS14_MG-BUS1_MG-BUS2_MG/repeat_009/response.json,results/phase3/public_benchmarks/pglib_case14_ieee/qci_single_sample_partial_20260706_190220/local_generator_failure_BUS14_MG__from__local_generator_failure_BUS14_MG-BUS1_MG-BUS2_MG/repeat_009/request.json,6a4c2f2408442f441bbb065d,COMPLETED,normalized_continuous_qudit,normalized_continuous_qudit,normalized_continuous_qudit,normalized_qudit_hamiltonian_optimization,dirac-3_normalized_qudit,sample-hamiltonian,inferred_from_normalized_problem_config,10000,,10000,[],[],1,0,0,0,66,56,10,0,False,False,False,70.0,260.0,False,395,10000.0,1.5e-06,6666666666.666666
results/phase3/public_benchmarks/pglib_case14_ieee/qci_single_sample_partial_20260706_190220/local_generator_failure_BUS14_MG__from__local_generator_failure_BUS14_MG-BUS1_MG-BUS2_MG/repeat_010/response.json,results/phase3/public_benchmarks/pglib_case14_ieee/qci_single_sample_partial_20260706_190220/local_generator_failure_BUS14_MG__from__local_generator_failure_BUS14_MG-BUS1_MG-BUS2_MG/repeat_010/request.json,6a4c2f2508442f441bbb0668,COMPLETED,normalized_continuous_qudit,normalized_continuous_qudit,normalized_continuous_qudit,normalized_qudit_hamiltonian_optimization,dirac-3_normalized_qudit,sample-hamiltonian,inferred_from_normalized_problem_config,10000,,10000,[],[],1,0,0,0,66,54,12,0,False,False,False,80.0,240.0,False,395,10000.0,1.5e-06,6666666666.666666
results/phase3/public_benchmarks/pglib_case14_ieee/qci_single_sample_partial_20260706_190220/local_generator_failure_BUS14_MG__from__local_generator_failure_BUS14_MG-BUS1_MG-BUS2_MG/repeat_011/response.json,results/phase3/public_benchmarks/pglib_case14_ieee/qci_single_sample_partial_20260706_190220/local_generator_failure_BUS14_MG__from__local_generator_failure_BUS14_MG-BUS1_MG-BUS2_MG/repeat_011/request.json,6a4c2f2608442f441bbb0672,COMPLETED,normalized_continuous_qudit,normalized_continuous_qudit,normalized_continuous_qudit,normalized_qudit_hamiltonian_optimization,dirac-3_normalized_qudit,sample-hamiltonian,inferred_from_normalized_problem_config,10000,,10000,[],[],1,0,0,0,66,56,10,0,False,False,False,20.0,280.0,False,395,10000.0,1.5e-06,6666666666.666666
results/phase3/public_benchmarks/pglib_case14_ieee/qci_single_sample_partial_20260706_190220/local_generator_failure_BUS14_MG__from__local_generator_failure_BUS14_MG-BUS1_MG-BUS2_MG/repeat_012/response.json,results/phase3/public_benchmarks/pglib_case14_ieee/qci_single_sample_partial_20260706_190220/local_generator_failure_BUS14_MG__from__local_generator_failure_BUS14_MG-BUS1_MG-BUS2_MG/repeat_012/request.json,6a4c2f2608442f441bbb067e,COMPLETED,normalized_continuous_qudit,normalized_continuous_qudit,normalized_continuous_qudit,normalized_qudit_hamiltonian_optimization,dirac-3_normalized_qudit,sample-hamiltonian,inferred_from_normalized_problem_config,10000,,10000,[],[],1,0,0,0,66,0,66,0,False,False,False,23.0225983,348.1986694,False,395,10000.0,1.5e-06,6666666666.666666
results/phase3/public_benchmarks/pglib_case30_ieee/qci/demand_surge_BUS12_MG__from__demand_surge_BUS12_MG/repeat_000/response.json,results/phase3/public_benchmarks/pglib_case30_ieee/qci/demand_surge_BUS12_MG__from__demand_surge_BUS12_MG/repeat_000/request.json,6a4c705308442f441bbb0878,COMPLETED,normalized_continuous_qudit,normalized_continuous_qudit,normalized_continuous_qudit,normalized_qudit_hamiltonian_optimization,dirac-3_normalized_qudit,sample-hamiltonian,inferred_from_normalized_problem_config,10000,,10000,[],[],20,0,0,0,1320,1047,273,0,False,False,False,40.0,300.0,False,395,10000.0,1.5e-06,6666666666.666666
results/phase3/public_benchmarks/pglib_case30_ieee/qci/demand_surge_BUS1_MG-BUS2_MG__from__demand_surge_BUS1_MG-BUS2_MG-BUS30_MG/repeat_000/response.json,results/phase3/public_benchmarks/pglib_case30_ieee/qci/demand_surge_BUS1_MG-BUS2_MG__from__demand_surge_BUS1_MG-BUS2_MG-BUS30_MG/repeat_000/request.json,6a4c705308442f441bbb0872,COMPLETED,normalized_continuous_qudit,normalized_continuous_qudit,normalized_continuous_qudit,normalized_qudit_hamiltonian_optimization,dirac-3_normalized_qudit,sample-hamiltonian,inferred_from_normalized_problem_config,10000,,10000,[],[],20,0,0,0,2640,727,1913,0,False,False,False,0.0,311.158844,False,790,10000.0,1.58e-06,6329113924.050633
