response_path,request_path,job_id,response_mode,nonzero_coefficient_count,maximum_nonzero_coefficient,minimum_nonzero_coefficient,coefficient_dynamic_range
results/phase3/public_benchmarks/pglib_case14_ieee/qci_single_sample_partial_20260706_190220/local_generator_failure_BUS14_MG-BUS1_MG__from__local_generator_failure_BUS14_MG-BUS1_MG-BUS2_MG/repeat_007/response.json,results/phase3/public_benchmarks/pglib_case14_ieee/qci_single_sample_partial_20260706_190220/local_generator_failure_BUS14_MG-BUS1_MG__from__local_generator_failure_BUS14_MG-BUS1_MG-BUS2_MG/repeat_007/request.json,6a4c2f2408442f441bbb0654,normalized_continuous_qudit,790,10000.0,1.5e-06,6666666666.666666
results/phase3/public_benchmarks/pglib_case14_ieee/qci_single_sample_partial_20260706_190220/local_generator_failure_BUS14_MG-BUS1_MG__from__local_generator_failure_BUS14_MG-BUS1_MG-BUS2_MG/repeat_008/response.json,results/phase3/public_benchmarks/pglib_case14_ieee/qci_single_sample_partial_20260706_190220/local_generator_failure_BUS14_MG-BUS1_MG__from__local_generator_failure_BUS14_MG-BUS1_MG-BUS2_MG/repeat_008/request.json,6a4c2f2508442f441bbb0660,normalized_continuous_qudit,790,10000.0,1.5e-06,6666666666.666666
results/phase3/public_benchmarks/pglib_case14_ieee/qci_single_sample_partial_20260706_190220/local_generator_failure_BUS14_MG-BUS1_MG__from__local_generator_failure_BUS14_MG-BUS1_MG-BUS2_MG/repeat_009/response.json,results/phase3/public_benchmarks/pglib_case14_ieee/qci_single_sample_partial_20260706_190220/local_generator_failure_BUS14_MG-BUS1_MG__from__local_generator_failure_BUS14_MG-BUS1_MG-BUS2_MG/repeat_009/request.json,6a4c2f2508442f441bbb066e,normalized_continuous_qudit,790,10000.0,1.5e-06,6666666666.666666
results/phase3/public_benchmarks/pglib_case14_ieee/qci_single_sample_partial_20260706_190220/local_generator_failure_BUS14_MG-BUS1_MG__from__local_generator_failure_BUS14_MG-BUS1_MG-BUS2_MG/repeat_010/response.json,results/phase3/public_benchmarks/pglib_case14_ieee/qci_single_sample_partial_20260706_190220/local_generator_failure_BUS14_MG-BUS1_MG__from__local_generator_failure_BUS14_MG-BUS1_MG-BUS2_MG/repeat_010/request.json,6a4c2f2608442f441bbb067a,normalized_continuous_qudit,790,10000.0,1.5e-06,6666666666.666666
,results/phase3/public_benchmarks/pglib_case14_ieee/qci_single_sample_partial_20260706_190220/local_generator_failure_BUS14_MG-BUS1_MG__from__local_generator_failure_BUS14_MG-BUS1_MG-BUS2_MG/repeat_011/request.json,6a4c2f2708442f441bbb0686,unknown,790,10000.0,1.5e-06,6666666666.666666
,results/phase3/public_benchmarks/pglib_case14_ieee/qci_single_sample_partial_20260706_190220/local_generator_failure_BUS14_MG-BUS1_MG__from__local_generator_failure_BUS14_MG-BUS1_MG-BUS2_MG/repeat_012/request.json,6a4c2f2808442f441bbb0693,unknown,790,10000.0,1.5e-06,6666666666.666666
,results/phase3/public_benchmarks/pglib_case14_ieee/qci_single_sample_partial_20260706_190220/local_generator_failure_BUS14_MG-BUS1_MG__from__local_generator_failure_BUS14_MG-BUS1_MG-BUS2_MG/repeat_013/request.json,6a4c2f2808442f441bbb06a0,unknown,790,10000.0,1.5e-06,6666666666.666666
,results/phase3/public_benchmarks/pglib_case14_ieee/qci_single_sample_partial_20260706_190220/local_generator_failure_BUS14_MG-BUS1_MG__from__local_generator_failure_BUS14_MG-BUS1_MG-BUS2_MG/repeat_014/request.json,6a4c2f2908442f441bbb06ac,unknown,790,10000.0,1.5e-06,6666666666.666666
,results/phase3/public_benchmarks/pglib_case14_ieee/qci_single_sample_partial_20260706_190220/local_generator_failure_BUS14_MG-BUS1_MG__from__local_generator_failure_BUS14_MG-BUS1_MG-BUS2_MG/repeat_015/request.json,6a4c2f2a08442f441bbb06b8,unknown,790,10000.0,1.5e-06,6666666666.666666
,results/phase3/public_benchmarks/pglib_case14_ieee/qci_single_sample_partial_20260706_190220/local_generator_failure_BUS14_MG-BUS1_MG__from__local_generator_failure_BUS14_MG-BUS1_MG-BUS2_MG/repeat_016/request.json,6a4c2f2b08442f441bbb06c7,unknown,790,10000.0,1.5e-06,6666666666.666666
,results/phase3/public_benchmarks/pglib_case14_ieee/qci_single_sample_partial_20260706_190220/local_generator_failure_BUS14_MG-BUS1_MG__from__local_generator_failure_BUS14_MG-BUS1_MG-BUS2_MG/repeat_017/request.json,6a4c2f2b08442f441bbb06d6,unknown,790,10000.0,1.5e-06,6666666666.666666
,results/phase3/public_benchmarks/pglib_case14_ieee/qci_single_sample_partial_20260706_190220/local_generator_failure_BUS14_MG-BUS1_MG__from__local_generator_failure_BUS14_MG-BUS1_MG-BUS2_MG/repeat_018/request.json,6a4c2f2c08442f441bbb06e3,unknown,790,10000.0,1.5e-06,6666666666.666666
,results/phase3/public_benchmarks/pglib_case14_ieee/qci_single_sample_partial_20260706_190220/local_generator_failure_BUS14_MG-BUS1_MG__from__local_generator_failure_BUS14_MG-BUS1_MG-BUS2_MG/repeat_019/request.json,6a4c2f2d08442f441bbb06ee,unknown,790,10000.0,1.5e-06,6666666666.666666
,results/phase3/public_benchmarks/pglib_case14_ieee/qci_single_sample_partial_20260706_190220/local_generator_failure_BUS14_MG-BUS1_MG__from__local_generator_failure_BUS14_MG-BUS1_MG-BUS2_MG/repeat_020/request.json,6a4c2f2d08442f441bbb06fa,unknown,790,10000.0,1.5e-06,6666666666.666666
,results/phase3/public_benchmarks/pglib_case14_ieee/qci_single_sample_partial_20260706_190220/local_generator_failure_BUS14_MG-BUS1_MG__from__local_generator_failure_BUS14_MG-BUS1_MG-BUS2_MG/repeat_021/request.json,6a4c2f2e08442f441bbb0707,unknown,790,10000.0,1.5e-06,6666666666.666666
,results/phase3/public_benchmarks/pglib_case14_ieee/qci_single_sample_partial_20260706_190220/local_generator_failure_BUS14_MG-BUS1_MG__from__local_generator_failure_BUS14_MG-BUS1_MG-BUS2_MG/repeat_022/request.json,6a4c2f2f08442f441bbb0715,unknown,790,10000.0,1.5e-06,6666666666.666666
,results/phase3/public_benchmarks/pglib_case14_ieee/qci_single_sample_partial_20260706_190220/local_generator_failure_BUS14_MG-BUS1_MG__from__local_generator_failure_BUS14_MG-BUS1_MG-BUS2_MG/repeat_023/request.json,6a4c2f3008442f441bbb0722,unknown,790,10000.0,1.5e-06,6666666666.666666
,results/phase3/public_benchmarks/pglib_case14_ieee/qci_single_sample_partial_20260706_190220/local_generator_failure_BUS14_MG-BUS1_MG__from__local_generator_failure_BUS14_MG-BUS1_MG-BUS2_MG/repeat_024/request.json,6a4c2f3008442f441bbb072f,unknown,790,10000.0,1.5e-06,6666666666.666666
,results/phase3/public_benchmarks/pglib_case14_ieee/qci_single_sample_partial_20260706_190220/local_generator_failure_BUS14_MG-BUS1_MG__from__local_generator_failure_BUS14_MG-BUS1_MG-BUS2_MG/repeat_025/request.json,6a4c2f3108442f441bbb073b,unknown,790,10000.0,1.5e-06,6666666666.666666
,results/phase3/public_benchmarks/pglib_case14_ieee/qci_single_sample_partial_20260706_190220/local_generator_failure_BUS14_MG-BUS1_MG__from__local_generator_failure_BUS14_MG-BUS1_MG-BUS2_MG/repeat_026/request.json,6a4c2f3108442f441bbb0747,unknown,790,10000.0,1.5e-06,6666666666.666666
,results/phase3/public_benchmarks/pglib_case14_ieee/qci_single_sample_partial_20260706_190220/local_generator_failure_BUS14_MG-BUS1_MG__from__local_generator_failure_BUS14_MG-BUS1_MG-BUS2_MG/repeat_027/request.json,6a4c2f3208442f441bbb074d,unknown,790,10000.0,1.5e-06,6666666666.666666
,results/phase3/public_benchmarks/pglib_case14_ieee/qci_single_sample_partial_20260706_190220/local_generator_failure_BUS14_MG-BUS1_MG__from__local_generator_failure_BUS14_MG-BUS1_MG-BUS2_MG/repeat_028/request.json,6a4c2f3308442f441bbb0752,unknown,790,10000.0,1.5e-06,6666666666.666666
,results/phase3/public_benchmarks/pglib_case14_ieee/qci_single_sample_partial_20260706_190220/local_generator_failure_BUS14_MG-BUS1_MG__from__local_generator_failure_BUS14_MG-BUS1_MG-BUS2_MG/repeat_029/request.json,6a4c2f3308442f441bbb0757,unknown,790,10000.0,1.5e-06,6666666666.666666
results/phase3/public_benchmarks/pglib_case14_ieee/qci_single_sample_partial_20260706_190220/local_generator_failure_BUS14_MG__from__local_generator_failure_BUS14_MG-BUS1_MG-BUS2_MG/repeat_000/response.json,results/phase3/public_benchmarks/pglib_case14_ieee/qci_single_sample_partial_20260706_190220/local_generator_failure_BUS14_MG__from__local_generator_failure_BUS14_MG-BUS1_MG-BUS2_MG/repeat_000/request.json,6a4c2f1e08442f441bbb05f7,normalized_continuous_qudit,395,10000.0,1.5e-06,6666666666.666666
results/phase3/public_benchmarks/pglib_case14_ieee/qci_single_sample_partial_20260706_190220/local_generator_failure_BUS14_MG__from__local_generator_failure_BUS14_MG-BUS1_MG-BUS2_MG/repeat_001/response.json,results/phase3/public_benchmarks/pglib_case14_ieee/qci_single_sample_partial_20260706_190220/local_generator_failure_BUS14_MG__from__local_generator_failure_BUS14_MG-BUS1_MG-BUS2_MG/repeat_001/request.json,6a4c2f1f08442f441bbb0600,normalized_continuous_qudit,395,10000.0,1.5e-06,6666666666.666666
results/phase3/public_benchmarks/pglib_case14_ieee/qci_single_sample_partial_20260706_190220/local_generator_failure_BUS14_MG__from__local_generator_failure_BUS14_MG-BUS1_MG-BUS2_MG/repeat_002/response.json,results/phase3/public_benchmarks/pglib_case14_ieee/qci_single_sample_partial_20260706_190220/local_generator_failure_BUS14_MG__from__local_generator_failure_BUS14_MG-BUS1_MG-BUS2_MG/repeat_002/request.json,6a4c2f2008442f441bbb060c,normalized_continuous_qudit,395,10000.0,1.5e-06,6666666666.666666
results/phase3/public_benchmarks/pglib_case14_ieee/qci_single_sample_partial_20260706_190220/local_generator_failure_BUS14_MG__from__local_generator_failure_BUS14_MG-BUS1_MG-BUS2_MG/repeat_003/response.json,results/phase3/public_benchmarks/pglib_case14_ieee/qci_single_sample_partial_20260706_190220/local_generator_failure_BUS14_MG__from__local_generator_failure_BUS14_MG-BUS1_MG-BUS2_MG/repeat_003/request.json,6a4c2f2008442f441bbb0618,normalized_continuous_qudit,395,10000.0,1.5e-06,6666666666.666666
results/phase3/public_benchmarks/pglib_case14_ieee/qci_single_sample_partial_20260706_190220/local_generator_failure_BUS14_MG__from__local_generator_failure_BUS14_MG-BUS1_MG-BUS2_MG/repeat_004/response.json,results/phase3/public_benchmarks/pglib_case14_ieee/qci_single_sample_partial_20260706_190220/local_generator_failure_BUS14_MG__from__local_generator_failure_BUS14_MG-BUS1_MG-BUS2_MG/repeat_004/request.json,6a4c2f2108442f441bbb0623,normalized_continuous_qudit,395,10000.0,1.5e-06,6666666666.666666
results/phase3/public_benchmarks/pglib_case14_ieee/qci_single_sample_partial_20260706_190220/local_generator_failure_BUS14_MG__from__local_generator_failure_BUS14_MG-BUS1_MG-BUS2_MG/repeat_005/response.json,results/phase3/public_benchmarks/pglib_case14_ieee/qci_single_sample_partial_20260706_190220/local_generator_failure_BUS14_MG__from__local_generator_failure_BUS14_MG-BUS1_MG-BUS2_MG/repeat_005/request.json,6a4c2f2208442f441bbb062f,normalized_continuous_qudit,395,10000.0,1.5e-06,6666666666.666666
results/phase3/public_benchmarks/pglib_case14_ieee/qci_single_sample_partial_20260706_190220/local_generator_failure_BUS14_MG__from__local_generator_failure_BUS14_MG-BUS1_MG-BUS2_MG/repeat_006/response.json,results/phase3/public_benchmarks/pglib_case14_ieee/qci_single_sample_partial_20260706_190220/local_generator_failure_BUS14_MG__from__local_generator_failure_BUS14_MG-BUS1_MG-BUS2_MG/repeat_006/request.json,6a4c2f2208442f441bbb063a,normalized_continuous_qudit,395,10000.0,1.5e-06,6666666666.666666
results/phase3/public_benchmarks/pglib_case14_ieee/qci_single_sample_partial_20260706_190220/local_generator_failure_BUS14_MG__from__local_generator_failure_BUS14_MG-BUS1_MG-BUS2_MG/repeat_007/response.json,results/phase3/public_benchmarks/pglib_case14_ieee/qci_single_sample_partial_20260706_190220/local_generator_failure_BUS14_MG__from__local_generator_failure_BUS14_MG-BUS1_MG-BUS2_MG/repeat_007/request.json,6a4c2f2308442f441bbb0646,normalized_continuous_qudit,395,10000.0,1.5e-06,6666666666.666666
results/phase3/public_benchmarks/pglib_case14_ieee/qci_single_sample_partial_20260706_190220/local_generator_failure_BUS14_MG__from__local_generator_failure_BUS14_MG-BUS1_MG-BUS2_MG/repeat_008/response.json,results/phase3/public_benchmarks/pglib_case14_ieee/qci_single_sample_partial_20260706_190220/local_generator_failure_BUS14_MG__from__local_generator_failure_BUS14_MG-BUS1_MG-BUS2_MG/repeat_008/request.json,6a4c2f2408442f441bbb0652,normalized_continuous_qudit,395,10000.0,1.5e-06,6666666666.666666
results/phase3/public_benchmarks/pglib_case14_ieee/qci_single_sample_partial_20260706_190220/local_generator_failure_BUS14_MG__from__local_generator_failure_BUS14_MG-BUS1_MG-BUS2_MG/repeat_009/response.json,results/phase3/public_benchmarks/pglib_case14_ieee/qci_single_sample_partial_20260706_190220/local_generator_failure_BUS14_MG__from__local_generator_failure_BUS14_MG-BUS1_MG-BUS2_MG/repeat_009/request.json,6a4c2f2408442f441bbb065d,normalized_continuous_qudit,395,10000.0,1.5e-06,6666666666.666666
results/phase3/public_benchmarks/pglib_case14_ieee/qci_single_sample_partial_20260706_190220/local_generator_failure_BUS14_MG__from__local_generator_failure_BUS14_MG-BUS1_MG-BUS2_MG/repeat_010/response.json,results/phase3/public_benchmarks/pglib_case14_ieee/qci_single_sample_partial_20260706_190220/local_generator_failure_BUS14_MG__from__local_generator_failure_BUS14_MG-BUS1_MG-BUS2_MG/repeat_010/request.json,6a4c2f2508442f441bbb0668,normalized_continuous_qudit,395,10000.0,1.5e-06,6666666666.666666
results/phase3/public_benchmarks/pglib_case14_ieee/qci_single_sample_partial_20260706_190220/local_generator_failure_BUS14_MG__from__local_generator_failure_BUS14_MG-BUS1_MG-BUS2_MG/repeat_011/response.json,results/phase3/public_benchmarks/pglib_case14_ieee/qci_single_sample_partial_20260706_190220/local_generator_failure_BUS14_MG__from__local_generator_failure_BUS14_MG-BUS1_MG-BUS2_MG/repeat_011/request.json,6a4c2f2608442f441bbb0672,normalized_continuous_qudit,395,10000.0,1.5e-06,6666666666.666666
results/phase3/public_benchmarks/pglib_case14_ieee/qci_single_sample_partial_20260706_190220/local_generator_failure_BUS14_MG__from__local_generator_failure_BUS14_MG-BUS1_MG-BUS2_MG/repeat_012/response.json,results/phase3/public_benchmarks/pglib_case14_ieee/qci_single_sample_partial_20260706_190220/local_generator_failure_BUS14_MG__from__local_generator_failure_BUS14_MG-BUS1_MG-BUS2_MG/repeat_012/request.json,6a4c2f2608442f441bbb067e,normalized_continuous_qudit,395,10000.0,1.5e-06,6666666666.666666
,results/phase3/public_benchmarks/pglib_case14_ieee/qci_single_sample_partial_20260706_190220/local_generator_failure_BUS14_MG__from__local_generator_failure_BUS14_MG-BUS1_MG-BUS2_MG/repeat_013/request.json,6a4c2f2708442f441bbb068a,unknown,395,10000.0,1.5e-06,6666666666.666666
,results/phase3/public_benchmarks/pglib_case14_ieee/qci_single_sample_partial_20260706_190220/local_generator_failure_BUS14_MG__from__local_generator_failure_BUS14_MG-BUS1_MG-BUS2_MG/repeat_014/request.json,6a4c2f2808442f441bbb0695,unknown,395,10000.0,1.5e-06,6666666666.666666
,results/phase3/public_benchmarks/pglib_case14_ieee/qci_single_sample_partial_20260706_190220/local_generator_failure_BUS14_MG__from__local_generator_failure_BUS14_MG-BUS1_MG-BUS2_MG/repeat_015/request.json,6a4c2f2808442f441bbb06a1,unknown,395,10000.0,1.5e-06,6666666666.666666
,results/phase3/public_benchmarks/pglib_case14_ieee/qci_single_sample_partial_20260706_190220/local_generator_failure_BUS14_MG__from__local_generator_failure_BUS14_MG-BUS1_MG-BUS2_MG/repeat_016/request.json,6a4c2f2908442f441bbb06af,unknown,395,10000.0,1.5e-06,6666666666.666666
,results/phase3/public_benchmarks/pglib_case14_ieee/qci_single_sample_partial_20260706_190220/local_generator_failure_BUS14_MG__from__local_generator_failure_BUS14_MG-BUS1_MG-BUS2_MG/repeat_017/request.json,6a4c2f2a08442f441bbb06ba,unknown,395,10000.0,1.5e-06,6666666666.666666
,results/phase3/public_benchmarks/pglib_case14_ieee/qci_single_sample_partial_20260706_190220/local_generator_failure_BUS14_MG__from__local_generator_failure_BUS14_MG-BUS1_MG-BUS2_MG/repeat_018/request.json,6a4c2f2a08442f441bbb06c3,unknown,395,10000.0,1.5e-06,6666666666.666666
,results/phase3/public_benchmarks/pglib_case14_ieee/qci_single_sample_partial_20260706_190220/local_generator_failure_BUS14_MG__from__local_generator_failure_BUS14_MG-BUS1_MG-BUS2_MG/repeat_019/request.json,6a4c2f2b08442f441bbb06d0,unknown,395,10000.0,1.5e-06,6666666666.666666
,results/phase3/public_benchmarks/pglib_case14_ieee/qci_single_sample_partial_20260706_190220/local_generator_failure_BUS14_MG__from__local_generator_failure_BUS14_MG-BUS1_MG-BUS2_MG/repeat_020/request.json,6a4c2f2c08442f441bbb06db,unknown,395,10000.0,1.5e-06,6666666666.666666
,results/phase3/public_benchmarks/pglib_case14_ieee/qci_single_sample_partial_20260706_190220/local_generator_failure_BUS14_MG__from__local_generator_failure_BUS14_MG-BUS1_MG-BUS2_MG/repeat_021/request.json,6a4c2f2c08442f441bbb06e8,unknown,395,10000.0,1.5e-06,6666666666.666666
,results/phase3/public_benchmarks/pglib_case14_ieee/qci_single_sample_partial_20260706_190220/local_generator_failure_BUS14_MG__from__local_generator_failure_BUS14_MG-BUS1_MG-BUS2_MG/repeat_022/request.json,6a4c2f2d08442f441bbb06f3,unknown,395,10000.0,1.5e-06,6666666666.666666
,results/phase3/public_benchmarks/pglib_case14_ieee/qci_single_sample_partial_20260706_190220/local_generator_failure_BUS14_MG__from__local_generator_failure_BUS14_MG-BUS1_MG-BUS2_MG/repeat_023/request.json,6a4c2f2e08442f441bbb06fc,unknown,395,10000.0,1.5e-06,6666666666.666666
,results/phase3/public_benchmarks/pglib_case14_ieee/qci_single_sample_partial_20260706_190220/local_generator_failure_BUS14_MG__from__local_generator_failure_BUS14_MG-BUS1_MG-BUS2_MG/repeat_024/request.json,6a4c2f2e08442f441bbb0706,unknown,395,10000.0,1.5e-06,6666666666.666666
,results/phase3/public_benchmarks/pglib_case14_ieee/qci_single_sample_partial_20260706_190220/local_generator_failure_BUS14_MG__from__local_generator_failure_BUS14_MG-BUS1_MG-BUS2_MG/repeat_025/request.json,6a4c2f2f08442f441bbb0712,unknown,395,10000.0,1.5e-06,6666666666.666666
,results/phase3/public_benchmarks/pglib_case14_ieee/qci_single_sample_partial_20260706_190220/local_generator_failure_BUS14_MG__from__local_generator_failure_BUS14_MG-BUS1_MG-BUS2_MG/repeat_026/request.json,6a4c2f2f08442f441bbb0720,unknown,395,10000.0,1.5e-06,6666666666.666666
,results/phase3/public_benchmarks/pglib_case14_ieee/qci_single_sample_partial_20260706_190220/local_generator_failure_BUS14_MG__from__local_generator_failure_BUS14_MG-BUS1_MG-BUS2_MG/repeat_027/request.json,6a4c2f3008442f441bbb072c,unknown,395,10000.0,1.5e-06,6666666666.666666
,results/phase3/public_benchmarks/pglib_case14_ieee/qci_single_sample_partial_20260706_190220/local_generator_failure_BUS14_MG__from__local_generator_failure_BUS14_MG-BUS1_MG-BUS2_MG/repeat_028/request.json,6a4c2f3108442f441bbb0736,unknown,395,10000.0,1.5e-06,6666666666.666666
,results/phase3/public_benchmarks/pglib_case14_ieee/qci_single_sample_partial_20260706_190220/local_generator_failure_BUS14_MG__from__local_generator_failure_BUS14_MG-BUS1_MG-BUS2_MG/repeat_029/request.json,6a4c2f3108442f441bbb0742,unknown,395,10000.0,1.5e-06,6666666666.666666
results/phase3/public_benchmarks/pglib_case30_ieee/qci/demand_surge_BUS12_MG__from__demand_surge_BUS12_MG/repeat_000/response.json,results/phase3/public_benchmarks/pglib_case30_ieee/qci/demand_surge_BUS12_MG__from__demand_surge_BUS12_MG/repeat_000/request.json,6a4c705308442f441bbb0878,normalized_continuous_qudit,395,10000.0,1.5e-06,6666666666.666666
results/phase3/public_benchmarks/pglib_case30_ieee/qci/demand_surge_BUS1_MG-BUS2_MG__from__demand_surge_BUS1_MG-BUS2_MG-BUS30_MG/repeat_000/response.json,results/phase3/public_benchmarks/pglib_case30_ieee/qci/demand_surge_BUS1_MG-BUS2_MG__from__demand_surge_BUS1_MG-BUS2_MG-BUS30_MG/repeat_000/request.json,6a4c705308442f441bbb0872,normalized_continuous_qudit,790,10000.0,1.58e-06,6329113924.050633
results/phase3/public_benchmarks/pglib_case30_ieee/qci/demand_surge_BUS1_MG__from__demand_surge_BUS1_MG-BUS2_MG-BUS30_MG/repeat_000/response.json,results/phase3/public_benchmarks/pglib_case30_ieee/qci/demand_surge_BUS1_MG__from__demand_surge_BUS1_MG-BUS2_MG-BUS30_MG/repeat_000/request.json,6a4c705208442f441bbb085d,normalized_continuous_qudit,395,10000.0,1.58e-06,6329113924.050633
results/phase3/public_benchmarks/pglib_case30_ieee/qci/demand_surge_BUS2_MG-BUS30_MG__from__demand_surge_BUS1_MG-BUS2_MG-BUS30_MG/repeat_000/response.json,results/phase3/public_benchmarks/pglib_case30_ieee/qci/demand_surge_BUS2_MG-BUS30_MG__from__demand_surge_BUS1_MG-BUS2_MG-BUS30_MG/repeat_000/request.json,6a4c705108442f441bbb0853,normalized_continuous_qudit,790,10000.0,1.5e-06,6666666666.666666
results/phase3/public_benchmarks/pglib_case30_ieee/qci/demand_surge_BUS2_MG-BUS5_MG__from__demand_surge_BUS2_MG-BUS5_MG-BUS7_MG/repeat_000/response.json,results/phase3/public_benchmarks/pglib_case30_ieee/qci/demand_surge_BUS2_MG-BUS5_MG__from__demand_surge_BUS2_MG-BUS5_MG-BUS7_MG/repeat_000/request.json,6a4c705308442f441bbb0870,normalized_continuous_qudit,790,10000.0,1.66e-06,6024096385.542169
results/phase3/public_benchmarks/pglib_case30_ieee/qci/demand_surge_BUS2_MG__from__demand_surge_BUS1_MG-BUS2_MG-BUS30_MG/repeat_000/response.json,results/phase3/public_benchmarks/pglib_case30_ieee/qci/demand_surge_BUS2_MG__from__demand_surge_BUS1_MG-BUS2_MG-BUS30_MG/repeat_000/request.json,6a4c705208442f441bbb085c,normalized_continuous_qudit,395,10000.0,1.66e-06,6024096385.542169
results/phase3/public_benchmarks/pglib_case30_ieee/qci/demand_surge_BUS2_MG__from__demand_surge_BUS2_MG-BUS5_MG-BUS7_MG/repeat_000/response.json,results/phase3/public_benchmarks/pglib_case30_ieee/qci/demand_surge_BUS2_MG__from__demand_surge_BUS2_MG-BUS5_MG-BUS7_MG/repeat_000/request.json,6a4c705308442f441bbb087e,normalized_continuous_qudit,395,10000.0,1.66e-06,6024096385.542169
results/phase3/public_benchmarks/pglib_case30_ieee/qci/demand_surge_BUS30_MG__from__demand_surge_BUS1_MG-BUS2_MG-BUS30_MG/repeat_000/response.json,results/phase3/public_benchmarks/pglib_case30_ieee/qci/demand_surge_BUS30_MG__from__demand_surge_BUS1_MG-BUS2_MG-BUS30_MG/repeat_000/request.json,6a4c705208442f441bbb085b,normalized_continuous_qudit,395,10000.0,1.5e-06,6666666666.666666
results/phase3/public_benchmarks/pglib_case30_ieee/qci/demand_surge_BUS5_MG-BUS7_MG__from__demand_surge_BUS2_MG-BUS5_MG-BUS7_MG/repeat_000/response.json,results/phase3/public_benchmarks/pglib_case30_ieee/qci/demand_surge_BUS5_MG-BUS7_MG__from__demand_surge_BUS2_MG-BUS5_MG-BUS7_MG/repeat_000/request.json,6a4c705308442f441bbb087c,normalized_continuous_qudit,790,10000.0,1.5e-06,6666666666.666666
results/phase3/public_benchmarks/pglib_case30_ieee/qci/demand_surge_BUS5_MG__from__demand_surge_BUS2_MG-BUS5_MG-BUS7_MG/repeat_000/response.json,results/phase3/public_benchmarks/pglib_case30_ieee/qci/demand_surge_BUS5_MG__from__demand_surge_BUS2_MG-BUS5_MG-BUS7_MG/repeat_000/request.json,6a4c705208442f441bbb085f,normalized_continuous_qudit,395,10000.0,1.9e-06,5263157894.736842
results/phase3/public_benchmarks/pglib_case30_ieee/qci/demand_surge_BUS7_MG__from__demand_surge_BUS2_MG-BUS5_MG-BUS7_MG/repeat_000/response.json,results/phase3/public_benchmarks/pglib_case30_ieee/qci/demand_surge_BUS7_MG__from__demand_surge_BUS2_MG-BUS5_MG-BUS7_MG/repeat_000/request.json,6a4c705308442f441bbb0882,normalized_continuous_qudit,395,10000.0,1.5e-06,6666666666.666666
results/phase3/public_benchmarks/pglib_case30_ieee/qci/local_generator_failure_BUS12_MG__from__local_generator_failure_BUS12_MG/repeat_000/response.json,results/phase3/public_benchmarks/pglib_case30_ieee/qci/local_generator_failure_BUS12_MG__from__local_generator_failure_BUS12_MG/repeat_000/request.json,6a4c705308442f441bbb0883,normalized_continuous_qudit,395,10000.0,1.5e-06,6666666666.666666
results/phase3/public_benchmarks/pglib_case30_ieee/qci/local_generator_failure_BUS1_MG-BUS2_MG__from__local_generator_failure_BUS1_MG-BUS2_MG-BUS30_MG/repeat_000/response.json,results/phase3/public_benchmarks/pglib_case30_ieee/qci/local_generator_failure_BUS1_MG-BUS2_MG__from__local_generator_failure_BUS1_MG-BUS2_MG-BUS30_MG/repeat_000/request.json,6a4c705208442f441bbb0860,normalized_continuous_qudit,794,10000.0,1.58e-06,6329113924.050633
results/phase3/public_benchmarks/pglib_case30_ieee/qci/local_generator_failure_BUS1_MG__from__local_generator_failure_BUS1_MG-BUS2_MG-BUS30_MG/repeat_000/response.json,results/phase3/public_benchmarks/pglib_case30_ieee/qci/local_generator_failure_BUS1_MG__from__local_generator_failure_BUS1_MG-BUS2_MG-BUS30_MG/repeat_000/request.json,6a4c705308442f441bbb0877,normalized_continuous_qudit,395,10000.0,1.58e-06,6329113924.050633
results/phase3/public_benchmarks/pglib_case30_ieee/qci/local_generator_failure_BUS2_MG-BUS30_MG__from__local_generator_failure_BUS1_MG-BUS2_MG-BUS30_MG/repeat_000/response.json,results/phase3/public_benchmarks/pglib_case30_ieee/qci/local_generator_failure_BUS2_MG-BUS30_MG__from__local_generator_failure_BUS1_MG-BUS2_MG-BUS30_MG/repeat_000/request.json,6a4c705308442f441bbb0875,normalized_continuous_qudit,794,10000.0,1.5e-06,6666666666.666666
results/phase3/public_benchmarks/pglib_case30_ieee/qci/local_generator_failure_BUS2_MG-BUS5_MG__from__local_generator_failure_BUS2_MG-BUS5_MG-BUS7_MG/repeat_000/response.json,results/phase3/public_benchmarks/pglib_case30_ieee/qci/local_generator_failure_BUS2_MG-BUS5_MG__from__local_generator_failure_BUS2_MG-BUS5_MG-BUS7_MG/repeat_000/request.json,6a4c705308442f441bbb086b,normalized_continuous_qudit,794,10000.0,1.66e-06,6024096385.542169
results/phase3/public_benchmarks/pglib_case30_ieee/qci/local_generator_failure_BUS2_MG__from__local_generator_failure_BUS1_MG-BUS2_MG-BUS30_MG/repeat_000/response.json,results/phase3/public_benchmarks/pglib_case30_ieee/qci/local_generator_failure_BUS2_MG__from__local_generator_failure_BUS1_MG-BUS2_MG-BUS30_MG/repeat_000/request.json,6a4c705308442f441bbb087f,normalized_continuous_qudit,399,10000.0,1.66e-06,6024096385.542169
results/phase3/public_benchmarks/pglib_case30_ieee/qci/local_generator_failure_BUS2_MG__from__local_generator_failure_BUS2_MG-BUS5_MG-BUS7_MG/repeat_000/response.json,results/phase3/public_benchmarks/pglib_case30_ieee/qci/local_generator_failure_BUS2_MG__from__local_generator_failure_BUS2_MG-BUS5_MG-BUS7_MG/repeat_000/request.json,6a4c705308442f441bbb0876,normalized_continuous_qudit,399,10000.0,1.66e-06,6024096385.542169
